Time(hh:mm:ss),Elapsed Time,Voltage1,Voltage2,Alarm,,Comment: OMEGA OM-DAQPRO-5300,Serial number: 7014521
"06-Jun-16,19:06:13",431,-0.01,-0.014,,,,
"06-Jun-16,19:06:14",432,-0.004,-0.011,,,,
"06-Jun-16,19:06:15",433,-0.004,-0.011,,,,
"06-Jun-16,19:06:16",434,-0.01,-0.01,,,,
"06-Jun-16,19:06:17",435,-0.008,-0.011,,,,
"06-Jun-16,19:06:18",436,-0.013,-0.008,,,,
"06-Jun-16,19:06:19",437,-0.008,-0.011,,,,
"06-Jun-16,19:06:20",438,-0.01,-0.01,,,,
"06-Jun-16,19:06:21",439,-0.007,-0.008,,,,
"06-Jun-16,19:06:22",440,-0.006,-0.007,,,,
"06-Jun-16,19:06:23",441,-0.003,-0.007,,,,
"06-Jun-16,19:06:24",442,-0.003,-0.006,,,,
"06-Jun-16,19:06:25",443,-0.006,-0.007,,,,
"06-Jun-16,19:06:26",444,-0.01,-0.007,,,,
"06-Jun-16,19:06:27",445,-0.008,-0.011,,,,
"06-Jun-16,19:06:28",446,-0.01,-0.007,,,,
"06-Jun-16,19:06:29",447,-0.008,-0.004,,,,
"06-Jun-16,19:06:30",448,-0.003,-0.006,,,,
"06-Jun-16,19:06:31",449,-0.006,-0.006,,,,
"06-Jun-16,19:06:32",450,-0.008,-0.013,,,,
"06-Jun-16,19:06:33",451,-0.008,-0.006,,,,
"06-Jun-16,19:06:34",452,-0.004,-0.006,,,,
"06-Jun-16,19:06:35",453,-0.006,-0.006,,,,
"06-Jun-16,19:06:36",454,-0.007,4.404,,,,
"06-Jun-16,19:06:37",455,-0.013,4.404,,,,
"06-Jun-16,19:06:38",456,-0.013,4.152,,,,
"06-Jun-16,19:06:39",457,-0.006,4.152,,,,
"06-Jun-16,19:06:40",458,-0.01,4.086,,,,
"06-Jun-16,19:06:41",459,-0.011,4.086,,,,
"06-Jun-16,19:06:42",460,-0.01,0.754,,,,
"06-Jun-16,19:06:43",461,-0.007,0.382,,,,
"06-Jun-16,19:06:44",462,0.024,0.213,,,,
"06-Jun-16,19:06:45",463,0.01,0.137,,,,
"06-Jun-16,19:06:46",464,0.01,0.092,,,,
"06-Jun-16,19:06:47",465,0.134,0.076,,,,
"06-Jun-16,19:06:48",466,0.041,0.059,,,,
"06-Jun-16,19:06:49",467,0.004,0.052,,,,
"06-Jun-16,19:06:50",468,-0.004,0.041,,,,
"06-Jun-16,19:06:51",469,-0.008,0.041,,,,
"06-Jun-16,19:06:52",470,-0.006,0.027,,,,
"06-Jun-16,19:06:53",471,-0.013,0.014,,,,
"06-Jun-16,19:06:54",472,0.004,0.023,,,,
"06-Jun-16,19:06:55",473,0.004,0.158,,,,
"06-Jun-16,19:06:56",474,3.963,0.034,,,,
"06-Jun-16,19:06:57",475,3.963,0.025,,,,
"06-Jun-16,19:06:58",476,4.824,0.03,,,,
"06-Jun-16,19:06:59",477,4.824,0.034,,,,
"06-Jun-16,19:07:00",478,0.863,0.032,,,,
"06-Jun-16,19:07:01",479,0.863,0.023,,,,
"06-Jun-16,19:07:02",480,0.199,0.021,,,,
"06-Jun-16,19:07:03",481,0.125,0.006,,,,
"06-Jun-16,19:07:04",482,0.086,0.004,,,,
"06-Jun-16,19:07:05",483,0.062,-0.003,,,,
"06-Jun-16,19:07:06",484,0.054,-0.001,,,,
"06-Jun-16,19:07:07",485,0.034,-0.004,,,,
"06-Jun-16,19:07:08",486,0.037,-0.004,,,,
"06-Jun-16,19:07:09",487,0.039,0,,,,
"06-Jun-16,19:07:10",488,0.042,-0.001,,,,
"06-Jun-16,19:07:11",489,0.037,-0.006,,,,
"06-Jun-16,19:07:12",490,0.028,0.001,,,,
"06-Jun-16,19:07:13",491,0.025,-0.008,,,,
"06-Jun-16,19:07:14",492,0.03,0.001,,,,
"06-Jun-16,19:07:15",493,0.018,-0.001,,,,
"06-Jun-16,19:07:16",494,0.011,-0.003,,,,
"06-Jun-16,19:07:17",495,0.013,-0.008,,,,
"06-Jun-16,19:07:18",496,0.007,-0.01,,,,
"06-Jun-16,19:07:19",497,0.006,-0.017,,,,
"06-Jun-16,19:07:20",498,0.007,-0.024,,,,
"06-Jun-16,19:07:21",499,-0.006,-0.018,,,,
"06-Jun-16,19:07:22",500,0.008,-0.01,,,,
"06-Jun-16,19:07:23",501,0.008,-0.013,,,,
"06-Jun-16,19:07:24",502,0.007,-0.024,,,,
"06-Jun-16,19:07:25",503,0.01,-0.024,,,,
"06-Jun-16,19:07:26",504,0.011,-0.025,,,,
"06-Jun-16,19:07:27",505,0.008,-0.021,,,,
"06-Jun-16,19:07:28",506,0.004,-0.016,,,,
"06-Jun-16,19:07:29",507,-0.001,-0.014,,,,
"06-Jun-16,19:07:30",508,-0.003,-0.014,,,,
"06-Jun-16,19:07:31",509,-0.004,-0.017,,,,
"06-Jun-16,19:07:32",510,-0.004,-0.014,,,,
"06-Jun-16,19:07:33",511,-0.007,-0.021,,,,
"06-Jun-16,19:07:34",512,-0.006,-0.018,,,,
"06-Jun-16,19:07:35",513,-0.007,-0.023,,,,
"06-Jun-16,19:07:36",514,-0.01,-0.02,,,,
"06-Jun-16,19:07:37",515,-0.011,-0.017,,,,
"06-Jun-16,19:07:38",516,-0.008,-0.017,,,,
"06-Jun-16,19:07:39",517,-0.011,-0.018,,,,
"06-Jun-16,19:07:40",518,-0.017,-0.017,,,,
"06-Jun-16,19:07:41",519,-0.014,-0.018,,,,
"06-Jun-16,19:07:42",520,-0.011,-0.02,,,,
"06-Jun-16,19:07:43",521,-0.016,-0.014,,,,
"06-Jun-16,19:07:44",522,-0.016,-0.013,,,,
"06-Jun-16,19:07:45",523,-0.011,-0.014,,,,
"06-Jun-16,19:07:46",524,-0.011,-0.01,,,,
"06-Jun-16,19:07:47",525,-0.007,-0.017,,,,
"06-Jun-16,19:07:48",526,-0.01,-0.013,,,,
"06-Jun-16,19:07:49",527,-0.004,-0.017,,,,
"06-Jun-16,19:07:50",528,-0.01,-0.014,,,,
"06-Jun-16,19:07:51",529,-0.006,-0.014,,,,
"06-Jun-16,19:07:52",530,-0.006,-0.014,,,,
"06-Jun-16,19:07:53",531,-0.003,-0.01,,,,
"06-Jun-16,19:07:54",532,-0.006,-0.007,,,,
"06-Jun-16,19:07:55",533,-0.001,-0.008,,,,
"06-Jun-16,19:07:56",534,0.004,-0.007,,,,
"06-Jun-16,19:07:57",535,0.001,-0.006,,,,
"06-Jun-16,19:07:58",536,-0.001,-0.001,,,,
"06-Jun-16,19:07:59",537,-0.001,-0.011,,,,
"06-Jun-16,19:08:00",538,-0.001,-0.008,,,,
"06-Jun-16,19:08:01",539,-0.001,-0.008,,,,
"06-Jun-16,19:08:02",540,-0.004,-0.008,,,,
"06-Jun-16,19:08:03",541,-0.001,2.345,,,,
"06-Jun-16,19:08:04",542,-0.001,2.345,,,,
"06-Jun-16,19:08:05",543,0,0.373,,,,
"06-Jun-16,19:08:06",544,0,0.178,,,,
"06-Jun-16,19:08:07",545,0.003,0.066,,,,
"06-Jun-16,19:08:08",546,-0.001,0.021,,,,
"06-Jun-16,19:08:09",547,0.003,0.011,,,,
"06-Jun-16,19:08:10",548,0,0,,,,
"06-Jun-16,19:08:11",549,0.016,-0.017,,,,
"06-Jun-16,19:08:12",550,0.001,-0.02,,,,
"06-Jun-16,19:08:13",551,-0.003,-0.013,,,,
"06-Jun-16,19:08:14",552,-0.003,-0.016,,,,
"06-Jun-16,19:08:15",553,3.915,-0.014,,,,
"06-Jun-16,19:08:16",554,3.915,-0.011,,,,
"06-Jun-16,19:08:17",555,0.333,-0.021,,,,
"06-Jun-16,19:08:18",556,0.142,-0.039,,,,
"06-Jun-16,19:08:19",557,0.055,-0.028,,,,
"06-Jun-16,19:08:20",558,0.018,-0.028,,,,
"06-Jun-16,19:08:21",559,0.003,-0.035,,,,
"06-Jun-16,19:08:22",560,0.001,-0.045,,,,
"06-Jun-16,19:08:23",561,0.007,-0.049,,,,
"06-Jun-16,19:08:24",562,0.001,-0.058,,,,
"06-Jun-16,19:08:25",563,-0.001,-0.045,,,,
"06-Jun-16,19:08:26",564,-0.014,-0.035,,,,
"06-Jun-16,19:08:27",565,-0.027,-0.031,,,,
"06-Jun-16,19:08:28",566,-0.037,-0.024,,,,
"06-Jun-16,19:08:29",567,-0.038,-0.025,,,,
"06-Jun-16,19:08:30",568,-0.041,-0.041,,,,
"06-Jun-16,19:08:31",569,-0.035,-0.032,,,,
"06-Jun-16,19:08:32",570,-0.037,-0.027,,,,
"06-Jun-16,19:08:33",571,-0.048,-0.031,,,,
"06-Jun-16,19:08:34",572,-0.037,-0.03,,,,
"06-Jun-16,19:08:35",573,-0.038,-0.032,,,,
"06-Jun-16,19:08:36",574,-0.035,-0.021,,,,
"06-Jun-16,19:08:37",575,-0.037,-0.014,,,,
"06-Jun-16,19:08:38",576,-0.035,-0.016,,,,
"06-Jun-16,19:08:39",577,-0.037,-0.02,,,,
"06-Jun-16,19:08:40",578,-0.037,-0.02,,,,
"06-Jun-16,19:08:41",579,-0.035,-0.017,,,,
"06-Jun-16,19:08:42",580,-0.037,-0.016,,,,
"06-Jun-16,19:08:43",581,-0.034,-0.017,,,,
"06-Jun-16,19:08:44",582,-0.034,-0.013,,,,
"06-Jun-16,19:08:45",583,-0.032,-0.016,,,,
"06-Jun-16,19:08:46",584,-0.035,-0.02,,,,
"06-Jun-16,19:08:47",585,-0.039,-0.023,,,,
"06-Jun-16,19:08:48",586,-0.039,-0.016,,,,
"06-Jun-16,19:08:49",587,-0.044,-0.018,,,,
"06-Jun-16,19:08:50",588,-0.039,-0.016,,,,
"06-Jun-16,19:08:51",589,-0.03,-0.013,,,,
"06-Jun-16,19:08:52",590,-0.032,-0.018,,,,
"06-Jun-16,19:08:53",591,-0.041,-0.014,,,,
"06-Jun-16,19:08:54",592,-0.039,-0.011,,,,
"06-Jun-16,19:08:55",593,-0.031,-0.011,,,,
"06-Jun-16,19:08:56",594,-0.021,-0.014,,,,
"06-Jun-16,19:08:57",595,-0.02,-0.016,,,,
"06-Jun-16,19:08:58",596,-0.03,-0.003,,,,
"06-Jun-16,19:08:59",597,-0.042,-0.008,,,,
"06-Jun-16,19:09:00",598,-0.044,-0.014,,,,
"06-Jun-16,19:09:01",599,-0.045,-0.013,,,,
"06-Jun-16,19:09:02",600,-0.042,-0.008,,,,
"06-Jun-16,19:09:03",601,-0.047,-0.007,,,,
"06-Jun-16,19:09:04",602,-0.056,-0.003,,,,
"06-Jun-16,19:09:05",603,-0.062,-0.003,,,,
"06-Jun-16,19:09:06",604,-0.063,10.074,,,,
"06-Jun-16,19:09:07",605,-0.066,10.074,,,,
"06-Jun-16,19:09:08",606,-0.085,1.409,,,,
"06-Jun-16,19:09:09",607,-0.072,1.409,,,,
"06-Jun-16,19:09:10",608,-0.068,0.379,,,,
"06-Jun-16,19:09:11",609,-0.059,0.266,,,,
"06-Jun-16,19:09:12",610,-0.066,0.206,,,,
"06-Jun-16,19:09:13",611,-0.08,0.199,,,,
"06-Jun-16,19:09:14",612,-0.078,0.163,,,,
"06-Jun-16,19:09:15",613,-0.078,0.099,,,,
"06-Jun-16,19:09:16",614,11.971,0.104,,,,
"06-Jun-16,19:09:17",615,11.971,0.076,,,,
"06-Jun-16,19:09:18",616,2.025,0.085,,,,
"06-Jun-16,19:09:19",617,2.025,0.062,,,,
"06-Jun-16,19:09:20",618,0.378,0.073,,,,
"06-Jun-16,19:09:21",619,0.128,0.076,,,,
"06-Jun-16,19:09:22",620,0.049,0.052,,,,
"06-Jun-16,19:09:23",621,-0.007,0.051,,,,
"06-Jun-16,19:09:24",622,-0.047,-0.003,,,,
"06-Jun-16,19:09:25",623,-0.055,-0.031,,,,
"06-Jun-16,19:09:26",624,-0.004,-0.032,,,,
"06-Jun-16,19:09:27",625,-0.024,-0.003,,,,
"06-Jun-16,19:09:28",626,-0.028,0.001,,,,
"06-Jun-16,19:09:29",627,-0.025,-0.007,,,,
"06-Jun-16,19:09:30",628,-0.03,-0.007,,,,
"06-Jun-16,19:09:31",629,0.031,-0.016,,,,
"06-Jun-16,19:09:32",630,-0.014,-0.011,,,,
"06-Jun-16,19:09:33",631,-0.02,-0.004,,,,
"06-Jun-16,19:09:34",632,-0.027,-0.007,,,,
"06-Jun-16,19:09:35",633,-0.037,0.004,,,,
"06-Jun-16,19:09:36",634,-0.099,0.01,,,,
"06-Jun-16,19:09:37",635,-0.09,0.013,,,,
"06-Jun-16,19:09:38",636,-0.116,0.004,,,,
"06-Jun-16,19:09:39",637,-0.094,-0.017,,,,
"06-Jun-16,19:09:40",638,-0.124,-0.003,,,,
"06-Jun-16,19:09:41",639,-0.141,-0.006,,,,
"06-Jun-16,19:09:42",640,-0.127,-0.006,,,,
"06-Jun-16,19:09:43",641,-0.1,0.007,,,,
"06-Jun-16,19:09:44",642,-0.096,0.003,,,,
"06-Jun-16,19:09:45",643,-0.072,-0.006,,,,
"06-Jun-16,19:09:46",644,-0.065,-0.008,,,,
"06-Jun-16,19:09:47",645,-0.042,-0.014,,,,
"06-Jun-16,19:09:48",646,-0.054,-0.003,,,,
"06-Jun-16,19:09:49",647,-0.056,-0.004,,,,
"06-Jun-16,19:09:50",648,-0.059,-0.006,,,,
"06-Jun-16,19:09:51",649,-0.039,-0.007,,,,
"06-Jun-16,19:09:52",650,-0.073,-0.008,,,,
"06-Jun-16,19:09:53",651,-0.1,-0.007,,,,
"06-Jun-16,19:09:54",652,-0.087,0.006,,,,
"06-Jun-16,19:09:55",653,-0.099,0.021,,,,
"06-Jun-16,19:09:56",654,-0.093,0.006,,,,
"06-Jun-16,19:09:57",655,-0.093,-0.003,,,,
"06-Jun-16,19:09:58",656,-0.117,-0.001,,,,
"06-Jun-16,19:09:59",657,-0.082,0.007,,,,
"06-Jun-16,19:10:00",658,-0.097,0.006,,,,
"06-Jun-16,19:10:01",659,-0.089,0,,,,
"06-Jun-16,19:10:02",660,-0.116,0.004,,,,
"06-Jun-16,19:10:03",661,-0.087,0,,,,
"06-Jun-16,19:10:04",662,-0.066,-0.006,,,,
"06-Jun-16,19:10:05",663,-0.075,0,,,,
"06-Jun-16,19:10:06",664,-0.076,0.003,,,,
"06-Jun-16,19:10:07",665,-0.087,-0.004,,,,
"06-Jun-16,19:10:08",666,-0.092,-0.001,,,,
"06-Jun-16,19:10:09",667,-0.104,-0.008,,,,
"06-Jun-16,19:10:10",668,-0.096,-0.004,,,,
"06-Jun-16,19:10:11",669,-0.08,-0.008,,,,
"06-Jun-16,19:10:12",670,-0.075,-0.016,,,,
"06-Jun-16,19:10:13",671,-0.072,-0.016,,,,
"06-Jun-16,19:10:14",672,-0.07,-0.014,,,,
"06-Jun-16,19:10:15",673,-0.061,-0.018,,,,
"06-Jun-16,19:10:16",674,-0.07,-0.011,,,,
"06-Jun-16,19:10:17",675,-0.07,-0.013,,,,
"06-Jun-16,19:10:18",676,-0.066,-0.008,,,,
"06-Jun-16,19:10:19",677,-0.054,-0.007,,,,
"06-Jun-16,19:10:20",678,-0.051,-0.007,,,,
"06-Jun-16,19:10:21",679,-0.054,-0.011,,,,
"06-Jun-16,19:10:22",680,-0.055,-0.006,,,,
"06-Jun-16,19:10:23",681,-0.065,-0.004,,,,
"06-Jun-16,19:10:24",682,-0.052,-0.011,,,,
"06-Jun-16,19:10:25",683,-0.044,-0.011,,,,
"06-Jun-16,19:10:26",684,-0.048,-0.013,,,,
"06-Jun-16,19:10:27",685,-0.056,-0.014,,,,
"06-Jun-16,19:10:28",686,-0.047,-0.008,,,,
"06-Jun-16,19:10:29",687,-0.042,-0.014,,,,
"06-Jun-16,19:10:30",688,-0.041,-0.017,,,,
"06-Jun-16,19:10:31",689,-0.044,-0.013,,,,
"06-Jun-16,19:10:32",690,-0.042,-0.014,,,,
"06-Jun-16,19:10:33",691,-0.042,-0.016,,,,
"06-Jun-16,19:10:34",692,-0.055,-0.014,,,,
"06-Jun-16,19:10:35",693,-0.047,-0.018,,,,
"06-Jun-16,19:10:36",694,-0.047,-0.014,,,,
"06-Jun-16,19:10:37",695,-0.047,-0.014,,,,
"06-Jun-16,19:10:38",696,-0.045,-0.013,,,,
"06-Jun-16,19:10:39",697,-0.034,-0.013,,,,
"06-Jun-16,19:10:40",698,-0.039,-0.011,,,,
"06-Jun-16,19:10:41",699,-0.047,-0.011,,,,
"06-Jun-16,19:10:42",700,-0.049,-0.006,,,,
"06-Jun-16,19:10:43",701,-0.051,-0.01,,,,
"06-Jun-16,19:10:44",702,-0.055,-0.013,,,,
"06-Jun-16,19:10:45",703,-0.055,-0.018,,,,
"06-Jun-16,19:10:46",704,-0.052,-0.018,,,,
"06-Jun-16,19:10:47",705,-0.052,-0.014,,,,
"06-Jun-16,19:10:48",706,-0.049,-0.016,,,,
"06-Jun-16,19:10:49",707,-0.056,-0.01,,,,
"06-Jun-16,19:10:50",708,-0.062,-0.014,,,,
"06-Jun-16,19:10:51",709,-0.054,-0.008,,,,
"06-Jun-16,19:10:52",710,-0.058,-0.01,,,,
"06-Jun-16,19:10:53",711,-0.059,-0.008,,,,
"06-Jun-16,19:10:54",712,-0.065,-0.008,,,,
"06-Jun-16,19:10:55",713,-0.07,-0.016,,,,
"06-Jun-16,19:10:56",714,-0.069,-0.017,,,,
"06-Jun-16,19:10:57",715,-0.063,-0.016,,,,
"06-Jun-16,19:10:58",716,-0.065,-0.008,,,,
"06-Jun-16,19:10:59",717,-0.055,-0.008,,,,
"06-Jun-16,19:11:00",718,-0.059,-0.011,,,,
"06-Jun-16,19:11:01",719,-0.052,-0.01,,,,
"06-Jun-16,19:11:02",720,-0.051,-0.011,,,,
"06-Jun-16,19:11:03",721,-0.039,-0.014,,,,
"06-Jun-16,19:11:04",722,-0.028,-0.011,,,,
"06-Jun-16,19:11:05",723,-0.021,-0.011,,,,
"06-Jun-16,19:11:06",724,-0.028,-0.011,,,,
"06-Jun-16,19:11:07",725,-0.027,-0.014,,,,
"06-Jun-16,19:11:08",726,-0.03,-0.013,,,,
"06-Jun-16,19:11:09",727,-0.031,-0.01,,,,
"06-Jun-16,19:11:10",728,-0.021,-0.011,,,,
"06-Jun-16,19:11:11",729,-0.027,-0.011,,,,
"06-Jun-16,19:11:12",730,-0.027,-0.007,,,,
"06-Jun-16,19:11:13",731,-0.03,-0.004,,,,
"06-Jun-16,19:11:14",732,-0.028,-0.011,,,,
"06-Jun-16,19:11:15",733,-0.025,-0.013,,,,
"06-Jun-16,19:11:16",734,-0.02,-0.014,,,,
"06-Jun-16,19:11:17",735,-0.017,-0.013,,,,
"06-Jun-16,19:11:18",736,-0.021,-0.008,,,,
"06-Jun-16,19:11:19",737,-0.024,-0.01,,,,
"06-Jun-16,19:11:20",738,-0.02,-0.011,,,,
"06-Jun-16,19:11:21",739,-0.02,-0.008,,,,
"06-Jun-16,19:11:22",740,-0.016,-0.008,,,,
"06-Jun-16,19:11:23",741,-0.008,-0.008,,,,
"06-Jun-16,19:11:24",742,-0.013,-0.01,,,,
"06-Jun-16,19:11:25",743,-0.017,-0.017,,,,
"06-Jun-16,19:11:26",744,-0.013,-0.014,,,,
"06-Jun-16,19:11:27",745,-0.014,-0.01,,,,
"06-Jun-16,19:11:28",746,-0.02,-0.014,,,,
"06-Jun-16,19:11:29",747,-0.01,-0.013,,,,
"06-Jun-16,19:11:30",748,-0.01,-0.014,,,,
"06-Jun-16,19:11:31",749,-0.016,-0.016,,,,
"06-Jun-16,19:11:32",750,-0.013,-0.014,,,,
"06-Jun-16,19:11:33",751,-0.017,-0.008,,,,
"06-Jun-16,19:11:34",752,-0.007,-0.014,,,,
"06-Jun-16,19:11:35",753,-0.013,-0.013,,,,
"06-Jun-16,19:11:36",754,-0.013,-0.01,,,,
"06-Jun-16,19:11:37",755,-0.01,-0.011,,,,
"06-Jun-16,19:11:38",756,-0.016,-0.01,,,,
"06-Jun-16,19:11:39",757,-0.01,-0.017,,,,
"06-Jun-16,19:11:40",758,-0.004,-0.016,,,,
"06-Jun-16,19:11:41",759,-0.006,-0.011,,,,
"06-Jun-16,19:11:42",760,-0.007,-0.014,,,,
"06-Jun-16,19:11:43",761,-0.003,-0.011,,,,
"06-Jun-16,19:11:44",762,-0.011,-0.014,,,,
"06-Jun-16,19:11:45",763,-0.013,-0.013,,,,
"06-Jun-16,19:11:46",764,-0.014,-0.003,,,,
"06-Jun-16,19:11:47",765,-0.011,-0.003,,,,
"06-Jun-16,19:11:48",766,-0.013,-0.006,,,,
"06-Jun-16,19:11:49",767,-0.007,0.013,,,,
"06-Jun-16,19:11:50",768,-0.006,0.01,,,,
"06-Jun-16,19:11:51",769,-0.003,-0.001,,,,
"06-Jun-16,19:11:52",770,-0.004,-0.001,,,,
"06-Jun-16,19:11:53",771,0.003,13.903,,,,
"06-Jun-16,19:11:54",772,0.003,13.903,,,,
"06-Jun-16,19:11:55",773,-0.001,6.15,,,,
"06-Jun-16,19:11:56",774,0.001,6.15,,,,
"06-Jun-16,19:11:57",775,0,2.349,,,,
"06-Jun-16,19:11:58",776,0.017,2.349,,,,
"06-Jun-16,19:11:59",777,0.017,1.13,,,,
"06-Jun-16,19:12:00",778,9.135,0.865,,,,
"06-Jun-16,19:12:01",779,9.135,0.682,,,,
"06-Jun-16,19:12:02",780,2.727,0.544,,,,
"06-Jun-16,19:12:03",781,2.727,0.454,,,,
"06-Jun-16,19:12:04",782,1.368,0.389,,,,
"06-Jun-16,19:12:05",783,0.988,0.352,,,,
"06-Jun-16,19:12:06",784,0.7,0.302,,,,
"06-Jun-16,19:12:07",785,0.34,0.265,,,,
"06-Jun-16,19:12:08",786,0.248,0.214,,,,
"06-Jun-16,19:12:09",787,0.255,0.192,,,,
"06-Jun-16,19:12:10",788,0.257,0.194,,,,
"06-Jun-16,19:12:11",789,0.29,0.175,,,,
"06-Jun-16,19:12:12",790,0.293,0.156,,,,
"06-Jun-16,19:12:13",791,0.32,0.145,,,,
"06-Jun-16,19:12:14",792,0.307,0.131,,,,
"06-Jun-16,19:12:15",793,0.3,0.121,,,,
"06-Jun-16,19:12:16",794,0.278,0.11,,,,
"06-Jun-16,19:12:17",795,0.234,0.507,,,,
"06-Jun-16,19:12:18",796,0.187,0.204,,,,
"06-Jun-16,19:12:19",797,0.19,0.124,,,,
"06-Jun-16,19:12:20",798,0.189,0.089,,,,
"06-Jun-16,19:12:21",799,0.168,0.076,,,,
"06-Jun-16,19:12:22",800,0.163,0.083,,,,
"06-Jun-16,19:12:23",801,0.185,0.072,,,,
"06-Jun-16,19:12:24",802,0.178,0.073,,,,
"06-Jun-16,19:12:25",803,0.175,0.063,,,,
"06-Jun-16,19:12:26",804,0.163,0.054,,,,
"06-Jun-16,19:12:27",805,0.145,0.055,,,,
"06-Jun-16,19:12:28",806,0.131,0.061,,,,
"06-Jun-16,19:12:29",807,0.132,0.061,,,,
"06-Jun-16,19:12:30",808,0.137,0.041,,,,
"06-Jun-16,19:12:31",809,0.124,0.045,,,,
"06-Jun-16,19:12:32",810,0.128,0.03,,,,
"06-Jun-16,19:12:33",811,0.113,0.021,,,,
"06-Jun-16,19:12:34",812,0.109,0.025,,,,
"06-Jun-16,19:12:35",813,0.106,0.02,,,,
"06-Jun-16,19:12:36",814,0.109,0.02,,,,
"06-Jun-16,19:12:37",815,0.107,0.014,,,,
"06-Jun-16,19:12:38",816,0.1,0.014,,,,
"06-Jun-16,19:12:39",817,0.097,0.013,,,,
"06-Jun-16,19:12:40",818,0.089,0.01,,,,
"06-Jun-16,19:12:41",819,0.085,0.004,,,,
"06-Jun-16,19:12:42",820,0.072,0.006,,,,
"06-Jun-16,19:12:43",821,0.072,0.007,,,,
"06-Jun-16,19:12:44",822,0.07,0.013,,,,
"06-Jun-16,19:12:45",823,0.069,0.01,,,,
"06-Jun-16,19:12:46",824,0.066,0.007,,,,
"06-Jun-16,19:12:47",825,0.063,0.007,,,,
"06-Jun-16,19:12:48",826,0.061,0.011,,,,
"06-Jun-16,19:12:49",827,0.056,0.018,,,,
"06-Jun-16,19:12:50",828,0.056,0.021,,,,
"06-Jun-16,19:12:51",829,0.061,0.011,,,,
"06-Jun-16,19:12:52",830,0.055,0.004,,,,
"06-Jun-16,19:12:53",831,0.054,0.004,,,,
"06-Jun-16,19:12:54",832,0.051,0.017,,,,
"06-Jun-16,19:12:55",833,0.041,0.003,,,,
"06-Jun-16,19:12:56",834,0.044,-0.001,,,,
"06-Jun-16,19:12:57",835,0.042,0.003,,,,
"06-Jun-16,19:12:58",836,0.041,0.001,,,,
"06-Jun-16,19:12:59",837,0.042,-0.001,,,,
"06-Jun-16,19:13:00",838,0.037,-0.003,,,,
"06-Jun-16,19:13:01",839,0.039,0,,,,
"06-Jun-16,19:13:02",840,0.037,0,,,,
"06-Jun-16,19:13:03",841,0.035,0.001,,,,
"06-Jun-16,19:13:04",842,0.038,0,,,,
"06-Jun-16,19:13:05",843,0.039,0.014,,,,
"06-Jun-16,19:13:06",844,0.044,0.011,,,,
"06-Jun-16,19:13:07",845,0.045,0.001,,,,
"06-Jun-16,19:13:08",846,0.039,0.007,,,,
"06-Jun-16,19:13:09",847,0.028,-0.003,,,,
"06-Jun-16,19:13:10",848,0.035,0,,,,
"06-Jun-16,19:13:11",849,0.025,0.007,,,,
"06-Jun-16,19:13:12",850,0.032,-0.001,,,,
"06-Jun-16,19:13:13",851,0.031,0,,,,
"06-Jun-16,19:13:14",852,0.03,0.004,,,,
"06-Jun-16,19:13:15",853,0.025,0.003,,,,
"06-Jun-16,19:13:16",854,0.023,0.006,,,,
"06-Jun-16,19:13:17",855,0.021,0.013,,,,
"06-Jun-16,19:13:18",856,0.023,0.008,,,,
"06-Jun-16,19:13:19",857,0.023,-0.004,,,,
"06-Jun-16,19:13:20",858,0.016,-0.007,,,,
"06-Jun-16,19:13:21",859,0.016,0.054,,,,
"06-Jun-16,19:13:22",860,0.024,0.054,,,,
"06-Jun-16,19:13:23",861,0.023,0.324,,,,
"06-Jun-16,19:13:24",862,0.017,0.109,,,,
"06-Jun-16,19:13:25",863,0.016,0.027,,,,
"06-Jun-16,19:13:26",864,0.014,-0.027,,,,
"06-Jun-16,19:13:27",865,0.013,-0.037,,,,
"06-Jun-16,19:13:28",866,0.014,-0.037,,,,
"06-Jun-16,19:13:29",867,0.008,-0.038,,,,
"06-Jun-16,19:13:30",868,0.011,-0.042,,,,
"06-Jun-16,19:13:31",869,0.008,-0.072,,,,
"06-Jun-16,19:13:32",870,0.011,-0.076,,,,
"06-Jun-16,19:13:33",871,0.008,-0.08,,,,
"06-Jun-16,19:13:34",872,0.01,-0.068,,,,
"06-Jun-16,19:13:35",873,0.013,-0.086,,,,
"06-Jun-16,19:13:36",874,0.016,-0.073,,,,
"06-Jun-16,19:13:37",875,0.017,-0.062,,,,
"06-Jun-16,19:13:38",876,0.011,-0.044,,,,
"06-Jun-16,19:13:39",877,0.014,-0.039,,,,
"06-Jun-16,19:13:40",878,0.008,-0.044,,,,
"06-Jun-16,19:13:41",879,0.008,-0.014,,,,
"06-Jun-16,19:13:42",880,0.006,-0.03,,,,
"06-Jun-16,19:13:43",881,0.007,-0.014,,,,
"06-Jun-16,19:13:44",882,0.01,-0.023,,,,
"06-Jun-16,19:13:45",883,0.004,-0.023,,,,
"06-Jun-16,19:13:46",884,0.006,16.198,,,,
"06-Jun-16,19:13:47",885,0.006,16.198,,,,
"06-Jun-16,19:13:48",886,0.006,26.444,,,,
"06-Jun-16,19:13:49",887,0.007,26.444,,,,
"06-Jun-16,19:13:50",888,0.008,31.343,,,,
"06-Jun-16,19:13:51",889,0.011,31.343,,,,
"06-Jun-16,19:13:52",890,0.008,36.418,,,,
"06-Jun-16,19:13:53",891,0.011,36.418,,,,
