Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Matrix1VLR,Matrix2VLR,Matrix3VLR,Matrix4VLR,Matrix5VLR,Matrix1VHR,Matrix2VHR,Matrix3VHR,Matrix4VHR,Matrix5VHR,Matrix5PressLR,Matrix4PressLR,Matrix3PressLR,Matrix2PressLR,Matrix1PressLR,Matrix5VelLR,Matrix4VelLR,Matrix3VelLR,Matrix2VelLR,Matrix1VelLR,Matrix5FlowLR,Matrix4FlowLR,Matrix3FlowLR,Matrix2FlowLR,Matrix1FlowLR,TotalFlowLR,Matrix5PressHR,Matrix4PressHR,Matrix3PressHR,Matrix2PressHR,Matrix1PressHR,Matrix5VelHR,Matrix4VelHR,Matrix3VelHR,Matrix2VelHR,Matrix1VelHR,Matrix5FlowHR,Matrix4FlowHR,Matrix3FlowHR,Matrix2FlowHR,Matrix1FlowHR,TotalFlowHR,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 16:24:16,00:00:01,2.485771169,2.496278686,2.491088941,2.491286652,2.480324599,2.50125423,2.502581355,2.459125788,2.479513745,2.480756965,2.492286522,2.487636018,2.494997959,2.48922258,2.494282911,2.49677114,-0.00015427,-0.000384861,-0.000409725,-0.000817484,5.16271E-05,-39.79537682,-62.85564619,-64.85430228,-91.60774675,23.02138124,-105.8557023,-167.1960189,-172.5124441,-243.6766064,61.23687411,-628.0038975,-0.000645772,-0.001143418,-0.002155484,-0.001000408,-0.002472796,-81.4201875,-108.3415316,-148.7527167,-101.340057,-159.3260113,-249.1457737,-309.8567804,-425.4327697,-289.8325629,-455.6723922,-1729.940279,0.012492127,-88.15705839,-45.08380998,-69.76492649,-68.98664228,-103.6655063,-252.129187,-128.9396966,-199.5276898,-197.3017969,-317.2164494,-1094.710961
2015-10-27 16:24:17,00:00:02,2.496912435,2.494599944,2.500246146,2.490676114,2.493296089,2.492249222,2.508228298,2.467213515,2.486839509,2.48472518,2.49594949,2.489009631,2.495303185,2.490901401,2.495503729,2.497839531,-8.10102E-05,-0.000305496,-0.00026321,-0.00065573,0.000164566,-28.83781513,-56.00097131,-51.98087067,-82.04553186,41.1019584,-76.70858826,-148.9625837,-138.269116,-218.2411147,109.3312093,-472.8501933,-0.000432094,-0.000899254,-0.00181972,-0.000939363,-0.002198074,-66.60112043,-96.08016747,-136.6767886,-98.19949519,-150.2151165,-203.7994285,-274.789279,-390.8956153,-280.8505562,-429.6152333,-1579.950112,0.077197744,-41.06582494,-54.3089741,11.59494182,-71.3626461,-60.51131349,-117.4482593,-155.3236659,33.16153361,-204.0971679,-185.1646193,-628.6418209
2015-10-27 16:24:18,00:00:03,2.491570732,2.499330945,2.494599203,2.499986812,2.485360589,2.50232262,2.507923058,2.464924536,2.486381649,2.484267309,2.49427063,2.487941266,2.494997959,2.490290921,2.495045922,2.497381649,-0.000114587,-0.000314654,-0.000272367,-0.000701509,0.000158461,-34.29738008,-56.83410368,-52.87736062,-84.86120992,40.3323867,-91.23103103,-151.1787158,-140.6537793,-225.7308184,107.2841486,-501.5101958,-0.00052367,-0.000990816,-0.001941816,-0.001000408,-0.002411747,-73.31982559,-100.8530213,-141.1875911,-101.340057,-157.3469653,-224.3586663,-288.439641,-403.7965105,-289.8325629,-450.0123209,-1656.439702,0.023133298,-67.85274328,-19.11628112,-54.31270298,-2.683833383,-89.41991906,-194.0588458,-54.67256401,-155.3343305,-7.675763475,-273.6249523,-685.1526939
2015-10-27 16:24:19,00:00:04,2.489739291,2.499330945,2.500398766,2.487318157,2.498637291,2.491486086,2.508686158,2.469349896,2.493554793,2.487777653,2.498544092,2.488704384,2.494082281,2.491054021,2.49626674,2.497839531,-2.91182E-05,-0.000244447,-0.000128904,-0.000613002,0.000173723,-17.28918084,-50.09389609,-36.37692183,-79.32744811,42.23002883,-45.98922104,-133.2497636,-96.76261206,-211.011012,112.3318767,-374.680732,-0.000432094,-0.000746652,-0.001789196,-0.001183544,-0.002259123,-66.60112043,-87.54908923,-135.5256312,-110.2261585,-152.2868727,-203.7994285,-250.3903952,-387.6033051,-315.2468132,-435.5404559,-1592.580398,0.084798581,-74.86195495,-19.11628112,14.75813233,-83.22688694,-27.28185889,-214.1051912,-54.67256401,42.20825847,-238.0288967,-83.48248819,-547.8396779
2015-10-27 16:24:20,00:00:05,2.486381649,2.502993655,2.498719945,2.49678149,2.495279964,2.491791341,2.509449259,2.465077134,2.494928374,2.489456513,2.498238845,2.487483395,2.496981927,2.490748781,2.495351127,2.498144785,-3.52231E-05,-0.00021087,-0.000101433,-0.000698457,0.000188985,-19.01543611,-46.52641966,-32.26867506,-84.67641095,44.0459902,-50.58106005,-123.7602763,-85.83467565,-225.2392531,117.1623339,-368.2529312,-0.000371043,-0.000929775,-0.001850244,-0.000603615,-0.002503321,-61.7169684,-97.69703011,-137.818331,-78.71769982,-160.3063724,-188.8539233,-279.4135061,-394.1604268,-225.1326215,-458.4762252,-1546.036703,0.081758246,-86.24516084,40.43648178,-26.4415443,-41.92758998,-50.77443593,-246.66116,115.6483379,-75.62281669,-119.9129073,-155.3697739,-481.7487872
2015-10-27 16:24:21,00:00:06,2.487144749,2.501009687,2.496735884,2.496476221,2.494059118,2.488433541,2.508380918,2.464314141,2.48897619,2.485488298,2.491218157,2.487941266,2.496066249,2.490596161,2.494130309,2.496465886,-0.000175637,-0.000290234,-0.000220476,-0.000713717,0.000167618,-42.46199056,-54.58416617,-47.57440432,-85.59641614,41.48139062,-112.9488949,-145.193882,-126.5479155,-227.6864669,110.340499,-502.0366603,-0.000706823,-0.001173938,-0.001880768,-0.00078675,-0.002411747,-85.18199332,-109.7779513,-138.9504955,-89.86921126,-157.3469653,-260.6568996,-313.9649406,-397.3984172,-257.0259442,-450.0123209,-1679.058522,0.115201927,-83.79396636,23.48366542,-42.22360226,-43.87092459,-56.96366534,-239.6507438,67.16328309,-120.7595025,-125.4708443,-174.308816,-592.8092394
2015-10-27 16:24:22,00:00:07,2.489891911,2.49856788,2.493378242,2.487470792,2.48642883,2.502933129,2.502733975,2.456226414,2.483939728,2.476330878,2.478550393,2.488093889,2.493013991,2.4893752,2.49489332,2.495550122,-0.000428992,-0.000473382,-0.000321205,-0.000875472,5.46795E-05,-66.3616504,-69.71056077,-57.42274639,-94.80114146,23.69216702,-176.5219901,-185.4300916,-152.7445054,-252.1710363,63.02116426,-703.8464591,-0.000889976,-0.001021336,-0.00212496,-0.001397202,-0.002381222,-95.58319491,-102.3945459,-147.6957105,-119.7628407,-156.3480487,-292.4845764,-292.8484012,-422.4097319,-342.5217245,-447.1554192,-1797.419853,0.029213967,-74.30311235,-27.96804665,-60.13940519,-82.72452538,-86.09563333,-212.5069013,-79.98861343,-171.9986989,-236.5921426,-263.452638,-964.175014
2015-10-27 16:24:23,00:00:08,2.489586671,2.496736525,2.488036539,2.482281222,2.489786157,2.502933129,2.502886595,2.455921217,2.473714182,2.468089201,2.480381877,2.487483395,2.491335248,2.48922258,2.492756889,2.496008004,-0.000392362,-0.000638216,-0.000525716,-0.000881576,5.77319E-05,-63.46528521,-80.94245029,-73.46293145,-95.13105264,24.34447702,-168.8176587,-215.3069178,-195.4113977,-253.0486,64.75630887,-767.8282653,-0.000798399,-0.001448622,-0.002155484,-0.00173295,-0.002503321,-90.53209137,-121.9467039,-148.7527167,-133.3784188,-160.3063724,-277.0281996,-348.767573,-425.4327697,-381.4622779,-458.4762252,-1891.167045,0.029213967,-75.4166566,-42.21945363,-80.83526984,-98.37604326,-74.69079299,-215.6916379,-120.7476374,-231.1888717,-281.3554837,-228.5538266,-1077.096694
2015-10-27 16:24:24,00:00:09,2.495996714,2.50009401,2.501161866,2.492660361,2.48352932,2.479428534,2.507159958,2.46339855,2.490349771,2.483656814,2.492286522,2.485957158,2.489656506,2.490901401,2.49489332,2.497229022,-0.00015427,-0.000326864,-0.000193005,-0.000732029,0.000143199,-39.79537682,-57.9263102,-44.51191857,-86.68753495,38.34093765,-105.8557023,-154.0839851,-118.4017034,-230.588843,101.9868941,-506.9433397,-0.000554196,-0.001021336,-0.00181972,-0.002068699,-0.002808568,-75.42651623,-102.3945459,-136.6767886,-145.7273729,-169.7989542,-230.8051397,-292.8484012,-390.8956153,-416.7802864,-485.6250091,-1816.954452,0.204891798,-46.76067517,7.165697854,25.19129692,-63.3154666,-94.84801349,-133.735531,20.49389586,72.04710918,-181.0822345,-290.2349213,-512.3962832
2015-10-27 16:24:25,00:00:10,2.48912881,2.503146268,2.503909028,2.489760308,2.503520676,2.487212524,2.510059739,2.466908318,2.494928374,2.488846019,2.498544092,2.486567653,2.489503893,2.490901401,2.497182353,2.497992158,-2.91182E-05,-0.00022308,-0.000101433,-0.000661834,0.000201195,-17.28918084,-47.85446477,-32.26867506,-82.42651303,45.44654427,-45.98922104,-127.2928763,-85.83467565,-219.2545247,120.8878078,-357.4834899,-0.000401568,-0.000563529,-0.00181972,-0.002099221,-0.002686469,-64.20550378,-76.05903206,-136.6767886,-146.7985025,-166.0670471,-196.4688416,-217.5288317,-390.8956153,-419.8437172,-474.9517547,-1699.688761,0.127363266,-77.05680681,41.45437184,46.20690136,-74.78524539,43.85160746,-220.3824675,118.5595035,132.1517379,-213.8858018,134.1859188,-49.27581253
