,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-10:42:38,Background,1.0,-155.9240438468763
1,2015-10-28-10:43:39,Nozzle On,62.0,10155.84848258639
2,2015-10-28-10:44:40,Straight Stream 'O',123.0,17630.29784858645
3,2015-10-28-10:45:41,Narrow Fog,184.0,19384.034383287402
4,2015-10-28-10:46:41,Narrow Fog 'O',244.0,20909.765323711985
5,2015-10-28-10:47:44,Nozzle Off,307.0,-2354.2858308508044
6,2015-10-28-10:48:44,End Test,367.0,NaN
