,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-29-11:17:23,Background,4.0,-97.26864432587
1,2015-10-29-11:18:23,SS Advance,64.0,69.14162872572578
2,2015-10-29-11:18:46,End Advance,87.0,-149.41673391128205
3,2015-10-29-11:19:46,SS Advance 'O' Pattern,147.0,2932.020629927732
4,2015-10-29-11:20:11,End Advance,172.0,2237.891304715255
5,2015-10-29-11:21:12,NF Advance,233.0,4244.456716542677
6,2015-10-29-11:21:40,End Advance,261.0,1859.3991618386276
7,2015-10-29-11:22:41,NF Advance 'O' Pattern,322.0,3938.7532236680086
8,2015-10-29-11:23:07,End Advance,348.0,NaN
