,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-10:50:03,Background,0.0,-127.4056034202454
1,2015-10-28-10:51:08,Straight Stream,65.0,2248.647175292113
2,2015-10-28-10:52:08,Straight Stream 'O',125.0,4046.070865821626
3,2015-10-28-10:53:08,Narrow Fog,185.0,5665.930828322649
4,2015-10-28-10:54:13,Narrow Fog 'O',250.0,6065.617640410131
5,2015-10-28-10:55:18,Nozzle Off,315.0,-94.43832066907845
6,2015-10-28-10:56:19,End Test,376.0,NaN
