Time,Event
2015-10-28-11:00:24,Background
2015-10-28-11:01:38,Smooth Bore
2015-10-28-11:03:28,Smooth Bore 'O'
2015-10-28-11:04:31,Nozzle Off
2015-10-28-11:05:31,End Test
