,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-16:21:40,Background,1.0,-143.27788650003822
1,2015-10-28-16:22:40,Straight Stream,61.0,1888.6046299108154
2,2015-10-28-16:23:40,Straight Stream 'O',121.0,7387.635053516377
3,2015-10-28-16:24:40,Narrow Fog,181.0,5886.557849057985
4,2015-10-28-16:25:40,Narrow Fog 'O',241.0,10467.935391132158
5,2015-10-28-16:26:40,Nozzle Off,301.0,-3454.7981549455226
6,2015-10-28-16:27:41,End Test,362.0,NaN
