Time,Event
2015-10-26-12:58:37,Background
2015-10-26-12:59:34,Setback 3'
2015-10-26-13:00:34,Nozzle off
2015-10-26-13:01:30,Setback 6'
2015-10-26-13:02:31,Nozzle Off
2015-10-26-13:03:14,Setback 9'
2015-10-26-13:04:14,Nozzle Off
2015-10-26-13:05:16,Setback 12'
2015-10-26-13:06:16,Nozzle Off
2015-10-26-13:07:27,Setback 15'
2015-10-26-13:08:27,Nozzle Off
