,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-17:32:48,Background,0.0,-101.49159549205093
1,2015-10-26-17:33:48,Nozzle On,60.0,4236.332178016187
2,2015-10-26-17:34:49,'O' Pattern,121.0,13123.816425770689
3,2015-10-26-17:35:49,Nozzle Off,181.0,405.61616693003447
4,2015-10-26-17:36:49,End Test,241.0,NaN
