,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-13:34:34,Background,1.0,-82.9926517492579
1,2015-10-28-13:35:35,At Wall,62.0,6779.499641913213
2,2015-10-28-13:36:36,Nozzle Off,123.0,789.446328865569
3,2015-10-28-13:37:06,Min Angle - Ceiling,153.0,8666.21562136357
4,2015-10-28-13:38:06,Nozzle Off,213.0,865.8422773316255
5,2015-10-28-13:38:37,Max Angle,244.0,8565.031588802076
6,2015-10-28-13:39:37,Nozzle Off,304.0,-345.8718219525434
7,2015-10-28-13:40:39,End Test,366.0,NaN
