,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-15:11:12,Background,1.0,-1034.7331756635558
1,2015-10-28-15:12:50,SB Fixed,99.0,14028.454876364769
2,2015-10-28-15:13:50,Nozzle Off,159.0,184.1224288228882
3,2015-10-28-15:14:51,End Test,220.0,NaN
