Time,Event
2015-10-29-14:14:50,
2015-10-29-14:14:54,Background
2015-10-29-14:15:54,Smooth Bore Advance - 'n' Pattern
2015-10-29-14:16:29,End Event
2015-10-29-14:17:29,End Test
