Time,Event
2015-10-26-16:56:11,Background
2015-10-26-16:57:11,Nozzle On
2015-10-26-16:58:26,Straight Stream 'O'
2015-10-26-16:59:27,Narrow Fog
2015-10-26-17:00:27,Narrow Fog 'O'
2015-10-26-17:01:29,Nozzle Off
2015-10-26-17:02:31,End Test
