,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-16:14:16,Background,1.0,-307.4094887929306
1,2015-10-28-16:15:17,Straight Stream,62.0,5573.616393946464
2,2015-10-28-16:16:17,Straight Stream 'O',122.0,9769.091260220905
3,2015-10-28-16:17:17,Narrow Fog,182.0,10230.82332081975
4,2015-10-28-16:18:17,Narrow Fog 'O',242.0,12826.299869367747
5,2015-10-28-16:19:17,Nozzle Off,302.0,-2525.992108724229
6,2015-10-28-16:20:17,End Test,362.0,NaN
