,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-16:29:47,Background,4.0,-540.6170579485098
1,2015-10-27-16:30:51,End Background,68.0,21701.173313636704
2,2015-10-27-16:31:51,SB Fixed,128.0,26146.37207994367
3,2015-10-27-16:32:53,Nozzle Off,190.0,5690.809494982821
4,2015-10-27-16:33:53,End Test,250.0,NaN
