Time,Event
2015-10-28-18:42:51,Background
2015-10-28-18:43:52,Smooth Bore
2015-10-28-18:44:52,Smooth Bore 'O'
2015-10-28-18:45:54,Nozzle Off
2015-10-28-18:46:53,End Test
