,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-08:28:40,Background,0.0,-223.97418686506
1,2015-10-28-08:29:40,Straight Stream,60.0,9613.38795011598
2,2015-10-28-08:30:41,Straight Stream 'O',121.0,20367.023961639625
3,2015-10-28-08:31:45,Straight Stream 'Z',185.0,18014.800083302744
4,2015-10-28-08:32:45,Straight Stream 'n',245.0,19985.12090633243
5,2015-10-28-08:33:47,Narrow Fog,307.0,26901.643068984555
6,2015-10-28-08:34:52,Narrow Fog 'O',372.0,26928.967340653468
7,2015-10-28-08:35:54,Nozzle Off,434.0,-2034.5360901217293
8,2015-10-28-08:37:40,End Test,540.0,NaN
