,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-13:15:18,Background,0.0,-41.9407162848245
1,2015-10-28-13:16:18,Straight Through Window,60.0,1678.167439779288
2,2015-10-28-13:17:19,Nozzle Off,121.0,235.68142262464883
3,2015-10-28-13:17:49,Ceiling Attack - 8' In,151.0,3042.388043081494
4,2015-10-28-13:18:50,Nozzle Off,212.0,783.0369492255156
5,2015-10-28-13:19:20,Ceiling Attack - Just inside Window,242.0,2008.9772639107773
6,2015-10-28-13:20:20,Nozzle Off,302.0,-142.01758705681405
7,2015-10-28-13:21:21,End Test,363.0,NaN
