Time,Event
2015-10-27-12:16:10,Background
2015-10-27-12:17:16,Straight Stream
2015-10-27-12:18:16,Straight Stream 'O'
2015-10-27-12:19:16,Straight Stream 'Z'
2015-10-27-12:20:17,Straight Stream 'n'
2015-10-27-12:21:17,Narrow Fog
2015-10-27-12:22:20,Narrow Fog 'O'
2015-10-27-12:23:21,Nozzle Off
2015-10-27-12:24:21,End Test
