,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-20:03:05,Background,3.0,-3041.8180784948113
1,2015-10-27-20:04:05,SB Fixed,63.0,25683.4205387465
2,2015-10-27-20:05:05,SB 'O' ,123.0,52359.33805732782
3,2015-10-27-20:06:06,SB 'Z' ,184.0,43413.965215352706
4,2015-10-27-20:07:06,SB 'n' ,244.0,49693.69127164045
5,2015-10-27-20:08:07,Nozzle Off,305.0,NaN
