Time,Elapsed Time,PressureV,BDP1VLR,BDP2VLR,BDP3VLR,BDP4VLR,BDP5VLR,BDP1VHR,BDP2VHR,BDP3VHR,BDP4VHR,BDP5VHR,Pressure,BDP1VelLR,BDP2VelLR,BDP3VelLR,BDP4VelLR,BDP5VelLR,BDP1FlowLR,BDP2FlowLR,BDP3FlowLR,BDP4FlowLR,BDP5FlowLR,TotalBDPFlowLR,BDP1VelHR,BDP2VelHR,BDP3VelHR,BDP4VelHR,BDP5VelHR,BDP1FlowHR,BDP2FlowHR,BDP3FlowHR,BDP4FlowHR,BDP5FlowHR,TotalBDPFlowHR
2015-10-28 07:23:17,00:00:31,2.080613557,2.396052536,2.456379013,2.409308506,2.398798058,2.388960303,2.475426125,2.481568021,2.483117777,2.483600757,2.486087233,4.177088976,-121.354822,-95.80248008,-105.395808,-106.0548087,-139.2586152,-347.0747909,-273.995093,-301.4320108,-303.3167529,-426.1313624,-1651.95001,-35.33569647,-47.9773529,-43.3446898,-41.79610454,-32.68236623,-101.0600919,-137.2152293,-123.9658128,-119.536859,-100.0080407,-581.7860336
2015-10-28 07:23:18,00:00:32,2.132201564,2.400020659,2.437609383,2.410071607,2.392082617,2.399338712,2.47771548,2.481262795,2.483575637,2.483448155,2.487766133,3.663272426,-116.8064397,-119.5909402,-104.4028703,-114.3715661,-128.6848247,-334.0664175,-342.030089,-298.5922091,-327.102679,-393.7755637,-1695.566958,-24.97290049,-48.83799022,-41.8780602,-42.29152249,-24.69449631,-71.42249539,-139.676652,-119.7712522,-120.9537543,-75.56515871,-527.3893126
2015-10-28 07:23:19,00:00:33,2.096792044,2.432986597,2.449512075,2.427928157,2.427796554,2.440394477,2.47771548,2.480041892,2.483880877,2.488026221,2.490513423,4.015951241,-68.15019768,-105.131844,-77.62307165,-57.71819837,-73.1578167,-194.9095654,-300.6770739,-222.0019849,-165.0740473,-223.8629191,-1106.525591,-24.97290049,-52.13866973,-40.87107928,-23.21243826,11.83884526,-71.42249539,-149.1165954,-116.8912868,-66.38757341,36.22686651,-367.5910845
2015-10-28 07:23:20,00:00:34,2.085192374,2.448248605,2.454853027,2.407477065,2.385061929,2.419485036,2.483667803,2.486909473,2.482507296,2.483905962,2.487155624,4.131483957,-21.86570848,-97.95249164,-107.7415295,-122.4639399,-105.1669439,-62.53592624,-280.1441261,-308.1407742,-350.246868,-321.8108482,-1322.878543,31.64277209,-29.04609566,-45.22627271,-40.78722001,-27.86538303,90.49832818,-83.07183359,-129.3471399,-116.6514492,-85.26807207,-323.8401666
2015-10-28 07:23:21,00:00:35,2.224083162,2.427339654,2.462025162,2.418465712,2.408718596,2.408038261,2.480462706,2.487062086,2.485101838,2.486500199,2.488224015,2.748131706,-78.65109873,-87.38870691,-92.78185275,-92.40907861,-119.1004387,-224.9421424,-249.9317018,-265.3560989,-264.2899648,-364.4473426,-1368.96725,11.23890852,-28.31985565,-36.56689627,-30.90958564,-22.01867572,32.14327837,-80.99478716,-104.5813233,-88.40141494,-67.3771477,-309.2113948
2015-10-28 07:23:22,00:00:36,2.07878203,2.432833977,2.46996029,2.43464344,2.440616941,2.405291035,2.481683695,2.487672538,2.485864938,2.488331426,2.484408334,4.195330984,-68.4551886,-73.96346299,-64.74682655,12.97757372,-122.2083194,-195.7818394,-211.5355042,-185.1759239,37.11586084,-373.9574574,-929.334864,21.43893881,-25.20651558,-33.59792986,-21.34245185,-39.0698858,61.31536501,-72.09063457,-96.09007941,-61.03941228,-119.5538506,-287.4586118
2015-10-28 07:23:23,00:00:37,2.116175704,2.415740527,2.450427667,2.421518113,2.396966574,2.40925925,2.479699588,2.485841183,2.483880877,2.482990349,2.487613506,3.822889993,-96.70787926,-103.9363236,-88.17711807,-108.3863229,-117.6928183,-276.5845347,-297.2578855,-252.1865577,-309.9848836,-360.140024,-1496.153885,-9.055872715,-33.69429947,-40.87107928,-43.74412455,-25.52417489,-25.89979597,-96.36569648,-116.8912868,-125.1081962,-78.10397517,-442.3689506
2015-10-28 07:23:24,00:00:38,2.319475187,2.411009305,2.452564047,2.419534052,2.412534188,2.372934819,2.480767953,2.487672538,2.484033497,2.485737188,2.484713588,1.798027138,-103.1696631,-101.0918086,-91.19664677,-86.59000134,-154.1678361,-295.0652365,-289.1225726,-260.8224098,-247.6474038,-471.7535786,-1564.411201,14.47901319,-25.20651558,-40.35816794,-34.11297527,-37.98848858,41.40997772,-72.09063457,-115.4243603,-97.56310928,-116.2447751,-359.9129015
2015-10-28 07:23:25,00:00:39,2.441271724,2.41986127,2.473775256,2.389925756,2.404903005,2.393996884,2.480310082,2.487977764,2.481896816,2.487415812,2.484713588,0.584933625,-90.70557892,-66.55189916,-128.0606436,-97.88282426,-134.2312832,-259.4179557,-190.3384316,-366.2534407,-279.9448774,-410.7477266,-1506.702432,9.200472037,-23.49564916,-47.03264135,-26.56033448,-37.98848858,26.31335002,-67.19755661,-134.5133543,-75.96255661,-116.2447751,-367.6048925
2015-10-28 07:23:26,00:00:40,2.395178298,2.423982012,2.471028481,2.435406541,2.428712296,2.374308432,2.480310082,2.490724797,2.485254458,2.486194995,2.485934606,1.044024153,-84.27686624,-71.96520726,-63.11762461,-55.51039676,-152.946861,-241.0318375,-205.8204928,-180.5164064,-158.7597347,-468.0173946,-1254.145866,9.200472037,14.0662914,-35.99270066,-32.22917193,-33.31369715,26.31335002,40.2295934,-102.9391239,-92.17543173,-101.9399133,-230.5115255
