,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-12:16:10,Background,0.0,-96.81850288173521
1,2015-10-27-12:17:16,Straight Stream,66.0,9194.244796870435
2,2015-10-27-12:18:16,Straight Stream 'O',126.0,21956.539057779584
3,2015-10-27-12:19:16,Straight Stream 'Z',186.0,20071.983999212174
4,2015-10-27-12:20:17,Straight Stream 'n',247.0,20738.266998265564
5,2015-10-27-12:21:17,Narrow Fog,307.0,38272.90233631263
6,2015-10-27-12:22:20,Narrow Fog 'O',370.0,52283.16534316906
7,2015-10-27-12:23:21,Nozzle Off,431.0,-3978.947404274158
8,2015-10-27-12:24:21,End Test,491.0,NaN
