Time,Event
2015-10-28-09:48:49,Background
2015-10-28-09:49:49,Straight stream
2015-10-28-09:50:50,Straight Stream 'O'
2015-10-28-09:51:50,Straight Stream 'O' 2
2015-10-28-09:52:51,Narrow Fog
2015-10-28-09:53:51,Narrow Fog 'O'
2015-10-28-09:54:51,Nozzle Off
2015-10-28-09:55:51,End Test
