,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-10:36:52,Background,0.0,-798.3812616297403
1,2015-10-28-10:37:52,Nozzle On,60.0,8874.07799174626
2,2015-10-28-10:38:53,'O' Pattern,121.0,17542.651117278194
3,2015-10-28-10:39:56,Nozzle Off,184.0,-1606.3389871020765
4,2015-10-28-10:40:57,End Test,245.0,NaN
