,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-16:30:21,Background,0.0,-520.9801153990401
1,2015-10-26-16:31:21,SB Fixed,60.0,2414.4716122239815
2,2015-10-26-16:32:31,SB 'O',130.0,9874.48701234114
3,2015-10-26-16:33:32,Straight Stream 'Z',191.0,9236.150400720573
4,2015-10-26-16:34:36,Straight Stream 'n',255.0,8606.477403951445
5,2015-10-26-16:35:36,Nozzle Off,315.0,1250.1376301886319
6,2015-10-26-16:36:37,End Test,376.0,NaN
