,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-09:20:13,Background,0.0,-71.1898529432823
1,2015-10-28-09:21:13,Straight Stream,60.0,8167.70389224973
2,2015-10-28-09:22:13,Straight Stream 'O',120.0,15295.276802600334
3,2015-10-28-09:23:14,Narrow Fog,181.0,22032.970797146423
4,2015-10-28-09:24:14,Narrow Fog 'O',241.0,20976.582337270247
5,2015-10-28-09:25:14,Nozzle Off,301.0,2394.24752476591
6,2015-10-28-09:26:15,End Test,362.0,NaN
