,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-16:24:16,Background,0.0,-35.14272135102258
1,2015-10-27-16:25:19,End Background,63.0,13847.671462090711
2,2015-10-27-16:26:26,Nozzle On,130.0,18678.353483262348
3,2015-10-27-16:28:13,Nozzle Off,237.0,-190.5037862911755
4,2015-10-27-16:29:14,End Test,298.0,NaN
