,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-16:30:10,Background,1.0,28.771608840300246
1,2015-10-28-16:31:10,Straight Stream,61.0,3402.6097860706855
2,2015-10-28-16:32:11,'O' Straight Stream,122.0,6824.732205445971
3,2015-10-28-16:33:11,Narrow Fog,182.0,6802.489417433084
4,2015-10-28-16:34:11,'O' Narrow Fog,242.0,10024.087848953903
5,2015-10-28-16:35:11,Nozzle Off,302.0,-3929.0344557437375
6,2015-10-28-16:36:11,End Test,362.0,NaN
