Time,Event
2015-10-28-16:59:48,Background
2015-10-28-17:00:48,Straight Stream
2015-10-28-17:01:49,Straight Stream 'O'
2015-10-28-17:02:49,Narrow Fog
2015-10-28-17:03:49,Narrow Fog 'O'
2015-10-28-17:04:50,Nozzle Off
2015-10-28-17:05:50,End Test
