,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-09:12:39,Background,0.0,-1650.9209779206155
1,2015-10-27-09:13:40,Nozzle On 50 Rev/Min,61.0,17034.1434168013
2,2015-10-27-09:14:42,100 Rev/Min,123.0,24370.808040923213
3,2015-10-27-09:15:42,150 Rev/Min,183.0,26187.56880224705
4,2015-10-27-09:16:42,Nozzle Off,243.0,-476.01886959200414
5,2015-10-27-09:19:20,End Test,401.0,NaN
