Time,Event
2015-10-29-11:17:23,Background
2015-10-29-11:18:23,SS Advance
2015-10-29-11:18:46,End Advance
2015-10-29-11:19:46,SS Advance 'O' Pattern
2015-10-29-11:20:11,End Advance
2015-10-29-11:21:12,NF Advance
2015-10-29-11:21:40,End Advance
2015-10-29-11:22:41,NF Advance 'O' Pattern
2015-10-29-11:23:07,End Advance
