,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-13:23:22,Background,0.0,-460.0133208102122
1,2015-10-28-13:24:23,Straight Through Window,61.0,8710.99359785398
2,2015-10-28-13:25:23,Nozzle Off,121.0,2738.834164929162
3,2015-10-28-13:25:54,Ceiling Attack - 8' In,152.0,10793.684381566687
4,2015-10-28-13:26:55,Nozzle Off,213.0,33.11927078679707
5,2015-10-28-13:27:25,Ceiling Attack - Just Inside Window,243.0,10098.308512917958
6,2015-10-28-13:28:26,Nozzle Off,304.0,2116.1903948566846
7,2015-10-28-13:29:32,End Test,370.0,NaN
