,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-15:17:49,Background,1.0,-125.98595520073494
1,2015-10-26-15:18:49,Straight Stream,61.0,3440.946542248054
2,2015-10-26-15:19:49,Straight Stream 'O',121.0,10441.643482614805
3,2015-10-26-15:20:50,Straight Stream 'Z',182.0,10090.389275225538
4,2015-10-26-15:21:50,Straight Stream 'n',242.0,10820.444440883573
5,2015-10-26-15:22:52,Narrow Fog,304.0,17645.05105316193
6,2015-10-26-15:23:52,Narrow Fog 'O',364.0,22873.857150552652
7,2015-10-26-15:24:53,Nozzle Off,425.0,-1110.6588919879007
8,2015-10-26-15:25:54,End Test,486.0,NaN
