,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-17:37:54,Background,0.0,-71.52397604418151
1,2015-10-26-17:38:55,Nozzle On,61.0,4756.461682698443
2,2015-10-26-17:39:56,'O' Pattern,122.0,15453.93934617693
3,2015-10-26-17:40:56,Nozzle Off,182.0,1950.3535341663232
4,2015-10-26-17:41:56,End Test,242.0,NaN
