,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-17:14:37,Background,1.0,-116.15936912198876
1,2015-10-26-17:15:37,Straight Stream,61.0,4303.076511326672
2,2015-10-26-17:16:38,Straight Stream 'O',122.0,12747.738751442103
3,2015-10-26-17:17:39,Narrow Fog,183.0,15280.8216716396
4,2015-10-26-17:18:39,Narrow Fog 'O',243.0,25971.38937240168
5,2015-10-26-17:19:40,Nozzle Off,304.0,1555.1747729767576
6,2015-10-26-17:20:41,End Test,365.0,NaN
