,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-07:25:08,Background,0.0,-451.11761149556355
1,2015-10-27-07:26:10,Straight Stream,62.0,4392.532629029392
2,2015-10-27-07:27:17,Straight Stream 'O',129.0,16361.701338512194
3,2015-10-27-07:28:18,Narrow Fog,190.0,24621.43968791445
4,2015-10-27-07:29:25,Narrow Fog 'O',257.0,34994.987392943505
5,2015-10-27-07:30:27,Nozzle Off,319.0,-1633.3071803296566
6,2015-10-27-07:31:27,End Test,379.0,NaN
