,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-16:59:48,Background,1.0,-142.8720408749832
1,2015-10-28-17:00:48,Straight Stream,61.0,1119.1601649497122
2,2015-10-28-17:01:49,'O' Straight Stream,122.0,2181.884687439604
3,2015-10-28-17:02:49,Narrow Fog,182.0,3397.7341631829436
4,2015-10-28-17:03:49,'O' Narrow Fog,242.0,3921.3771472884055
5,2015-10-28-17:04:50,Nozzle Off,303.0,119.02637213585466
6,2015-10-28-17:05:50,End Test,363.0,NaN
