Time,Event
2015-10-28-17:38:34,Background
2015-10-28-17:39:34,Straight Stream
2015-10-28-17:40:34,'O' Straight Stream
2015-10-28-17:41:35,Narrow Fog
2015-10-28-17:42:35,'O' Narrow Fog
2015-10-28-17:43:36,Nozzle Off
2015-10-28-17:44:36,End Test
