,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-08:52:52,Background,0.0,-628.8355169671544
1,2015-10-27-08:53:52,SB Fixed,60.0,6792.308945277404
2,2015-10-27-08:54:52,SB 'O',120.0,22472.27309894371
3,2015-10-27-08:55:53,Nozzle Off,181.0,-2120.529707284944
4,2015-10-27-08:56:53,End Test,241.0,NaN
