Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Matrix1VLR,Matrix2VLR,Matrix3VLR,Matrix4VLR,Matrix5VLR,Matrix1VHR,Matrix2VHR,Matrix3VHR,Matrix4VHR,Matrix5VHR,Matrix5PressLR,Matrix4PressLR,Matrix3PressLR,Matrix2PressLR,Matrix1PressLR,Matrix5VelLR,Matrix4VelLR,Matrix3VelLR,Matrix2VelLR,Matrix1VelLR,Matrix5FlowLR,Matrix4FlowLR,Matrix3FlowLR,Matrix2FlowLR,Matrix1FlowLR,TotalFlowLR,Matrix5PressHR,Matrix4PressHR,Matrix3PressHR,Matrix2PressHR,Matrix1PressHR,Matrix5VelHR,Matrix4VelHR,Matrix3VelHR,Matrix2VelHR,Matrix1VelHR,Matrix5FlowHR,Matrix4FlowHR,Matrix3FlowHR,Matrix2FlowHR,Matrix1FlowHR,TotalFlowHR,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 07:52:52,00:00:00,2.512174443,2.520849368,2.530922783,2.535245358,2.50626758,2.768657154,2.6579486,2.583035868,2.667846929,2.621170733,2.648115281,2.486567653,2.497897604,2.495480004,2.506643689,2.503028857,0.002962306,0.002423415,0.003356939,0.001660717,0.003158972,174.3843226,157.72712,185.6368561,130.5690877,180.0799645,463.862298,419.5541392,493.7940371,347.3137732,479.0127055,2203.536953,0.000605771,0.001328738,-0.000903999,-0.000420479,-0.002686469,78.85820615,116.7917486,-96.33332489,-65.6999041,-166.0670471,241.3061108,334.0244009,-275.5133092,-187.9017257,-474.9517547,-363.0362778,2.675825252,80.30815549,105.094877,127.989512,136.642583,57.62156499,229.6813247,300.5713481,366.0500043,390.7977872,176.3219889,1482.565933
2015-10-27 07:52:53,00:00:01,2.519500207,2.523596401,2.528328241,2.536771702,2.50519934,2.892437845,2.661153622,2.582120276,2.661589505,2.615218411,2.65849369,2.487025524,2.498508056,2.496090484,2.505270269,2.504555129,0.003169874,0.002304368,0.00323179,0.001642406,0.003223072,180.3904299,153.8042886,182.1436691,129.8472348,181.8978396,479.8385434,409.1194076,484.5021599,345.3936446,483.8482534,2202.702009,0.000911026,0.001054054,-0.000781903,-0.000298389,-0.002594895,96.70699017,104.0216926,-89.59195357,-55.34568475,-163.2121276,295.9233899,297.5020409,-256.2329872,-158.2886584,-466.7866849,-287.8828996,3.908680939,101.6376726,111.8041644,122.5024868,139.5699637,52.4818577,290.6837437,319.7599102,350.3571124,399.1700962,160.5944846,1540.792653
2015-10-27 07:52:54,00:00:02,2.527283831,2.534431919,2.528938721,2.537687508,2.52503809,2.898848189,2.666037465,2.592649581,2.672730771,2.626665185,2.669024723,2.487330771,2.499576347,2.495632624,2.507711905,2.50562352,0.003380494,0.002533304,0.003454615,0.001852992,0.003320749,186.287031,161.2635205,188.3182291,137.9206308,184.6335212,495.5235026,428.9609645,500.9264893,366.8688778,491.1251663,2283.405,0.001124704,0.001542381,-0.000873475,-8.47307E-05,-0.002533846,107.4512896,125.8311977,-94.69298627,-29.49258905,-161.2807745,328.8009462,359.8772254,-270.8219407,-84.3488047,-461.2630151,-127.7555889,3.972527966,120.2230601,135.0565685,123.8154299,141.2972836,115.169028,343.837952,386.2617859,354.1121294,404.110231,352.4172257,1862.875641
2015-10-27 07:52:55,00:00:03,2.515837325,2.531532273,2.518560556,2.523645144,2.50916709,2.872596304,2.637192269,2.573422155,2.653958501,2.618423507,2.646131173,2.484736169,2.49454012,2.493953803,2.504965065,2.501960466,0.002922623,0.00236847,0.00307917,0.001468443,0.002743845,173.2123847,155.9288461,177.7908238,122.7781451,167.8310551,460.7449433,414.7707307,472.9235913,326.589866,446.4306065,2121.459738,0.000392093,0.000993013,-0.001209239,-0.001091976,-0.003052766,63.44351021,100.9647974,-111.4162817,-105.876374,-177.0269084,194.1371412,288.7593206,-318.6505658,-302.8064297,-506.296958,-644.8574917,3.711059189,91.59589601,129.2446986,99.158646,111.9195822,69.68685179,261.9642626,369.639838,283.5937276,320.090005,213.2417665,1466.902453
2015-10-27 07:52:56,00:00:04,2.501643657,2.522680723,2.515508154,2.525629391,2.496195599,2.86786486,2.616130697,2.555568116,2.628470947,2.60102441,2.618201043,2.481378448,2.495150572,2.490748781,2.502828634,2.499823685,0.002364021,0.002020488,0.002569419,0.001111362,0.002322614,155.7823174,144.0192904,162.4089535,106.8120725,154.4119909,414.3809642,383.0913124,432.0078163,284.1201129,410.7358957,1924.336102,-3.5263E-05,0.000565727,-0.001850244,-0.000969886,-0.00372431,-19.02620275,76.20718311,-137.818331,-99.78213267,-195.530919,-58.22018043,217.9525437,-394.1604268,-285.3768994,-559.2184283,-1079.023391,3.663934003,29.50806495,109.6133744,90.63901002,116.5210108,-44.89295968,84.39306574,313.4942507,259.2275687,333.2500908,-137.3724566,867.722552
2015-10-27 07:52:57,00:00:05,2.510037762,2.520238916,2.514134573,2.522424069,2.498484686,2.830318559,2.605905152,2.548243382,2.622671384,2.583472689,2.610875107,2.481836319,2.495150572,2.491054021,2.500997408,2.498907922,0.002217502,0.001669454,0.002453428,0.000964868,0.002118103,150.8775183,130.9120751,158.7008078,99.52366932,147.4572224,401.3341988,348.2261199,422.1441488,264.7329604,392.2362115,1828.673639,-0.000218416,0.000199482,-0.001789196,-0.000969886,-0.003632736,-47.35157393,45.25263995,-135.5256312,-99.78213267,-193.1120782,-144.8958162,129.4225503,-387.6033051,-285.3768994,-552.3005436,-1240.754014,3.289972845,72.92115592,103.544903,86.53194216,108.9914191,-28.33260194,208.5545059,296.1384226,247.4813546,311.7154586,-86.69776195,993.0155712
2015-10-27 07:52:58,00:00:06,2.497980775,2.513523947,2.511692652,2.508992242,2.502605042,2.782240978,2.607126113,2.538629669,2.612445838,2.565005226,2.604464914,2.481531072,2.492708765,2.4893752,2.498708375,2.498602667,0.002089298,0.001300105,0.002248917,0.000772593,0.002142522,146.451131,115.5265066,151.9424757,89.05698748,148.3047899,389.5600085,307.3005076,404.1669853,236.8915867,394.4907411,1732.409829,-0.000279467,-0.000258325,-0.00212496,-0.001458247,-0.003693786,-53.56208181,-51.49626438,-147.6957105,-122.3511517,-194.7279772,-163.8999703,-147.2793161,-422.4097319,-349.9242937,-556.9220148,-1640.435327,2.811120142,-32.70599992,84.64217891,78.70305879,69.01906756,37.14859835,-93.53915977,242.0766317,225.0907481,197.3945332,113.6747109,693.1904784
2015-10-27 07:52:59,00:00:07,2.498743876,2.515660528,2.510624311,2.514792349,2.491617426,2.756904856,2.601021309,2.539850458,2.59718383,2.555695182,2.599275709,2.480767953,2.496066249,2.48830686,2.497334955,2.497839531,0.001985514,0.001113904,0.001943677,0.000797009,0.002020426,142.7673848,106.9341252,141.2552214,90.45324778,144.0170801,379.7612436,284.4447729,375.7388888,240.6056391,383.085433,1663.635977,-0.000432094,-0.000533009,-0.002338628,-0.00078675,-0.003846409,-66.60112043,-73.97070532,-154.9434017,-89.86921126,-198.7102438,-203.7994285,-211.5562172,-443.1381289,-257.0259442,-568.3112974,-1683.831016,2.558772369,-25.7959434,91.08320505,75.02145716,88.5224999,-66.63828344,-73.77639812,260.4979664,214.5613675,253.1743497,-203.9131473,460.2781024
2015-10-27 07:53:00,00:00:08,2.499506976,2.512303044,2.50848763,2.499681544,2.507183215,2.780714706,2.605905152,2.547327791,2.605730554,2.557374043,2.603091301,2.481073201,2.491030023,2.4886121,2.497334955,2.497229022,0.002061826,0.001147481,0.002114611,0.000946556,0.002118103,145.4850993,108.5338557,147.3356218,98.57473558,147.4572224,386.9903641,288.700056,391.9127539,262.2087966,392.2362115,1722.048182,-0.000554196,-0.000533009,-0.00227758,-0.001793995,-0.00378536,-75.42651623,-73.97070532,-152.9076913,-135.7072913,-197.1269912,-230.8051397,-211.5562172,-437.3159972,-388.122853,-563.7831947,-1831.583402,2.795918469,-16.16103217,80.73119594,67.05456119,-12.98853275,61.68712467,-46.22055201,230.8912204,191.776045,-37.14720367,188.7626015,533.1086274
2015-10-27 07:53:01,00:00:09,2.511106102,2.523749014,2.513981953,2.51311337,2.499247715,2.763467828,2.62131978,2.558162293,2.610767017,2.566073591,2.60721214,2.482141566,2.488740829,2.489985681,2.499318784,2.497992158,0.002144243,0.001321472,0.00221534,0.001163246,0.002426396,148.3643256,116.471981,150.8039565,109.2768742,157.8240969,394.6491061,309.8154694,401.1385243,290.6764855,419.8120978,1816.091683,-0.000401568,-0.000136243,-0.002002864,-0.002251834,-0.003571687,-64.20550378,-37.398139,-143.3897889,-152.0410013,-191.4825433,-196.4688416,-106.9586775,-410.0947961,-434.8372636,-547.6400737,-1695.999653,2.624139563,76.70363361,112.165136,86.06350369,83.34744009,-19.96302835,219.3723921,320.792289,246.1416206,238.3736787,-61.08686677,978.8335249
