Time,Event
2015-10-28-16:14:16,Background
2015-10-28-16:15:17,Straight Stream
2015-10-28-16:16:17,'O' Straight Stream
2015-10-28-16:17:17,Narrow Fog
2015-10-28-16:18:17,'O' Narrow Fog"
2015-10-28-16:19:17,Nozzle Off
2015-10-28-16:20:17,End Test
