Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,PressureV,Pressure,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 19:50:33,00:00:31,2.492791692,2.504977623,2.521918198,2.529139982,2.52107034,2.491943968,0.080238079,-62.31070098,51.77939762,108.6546707,125.2825607,106.532411,-178.2086048,148.0890772,310.7523583,358.3081236,325.9891776,969.0642687
2015-10-27 19:50:34,00:00:32,2.494012653,2.504214559,2.514745054,2.52456095,2.520154706,2.494843886,0.0513549,-56.78886559,47.64551565,89.11876503,115.0187288,104.1919607,-162.4161556,136.2661748,254.879668,328.9535644,318.8273998,880.119027
2015-10-27 19:50:35,00:00:33,2.490502391,2.502535816,2.509403351,2.524408316,2.52396985,2.499422703,0.005749881,-71.52421853,36.95769578,71.16841571,114.660779,113.6262409,-204.559265,105.6990099,203.5416689,327.929828,347.6962971,783.1066617
2015-10-27 19:50:36,00:00:34,2.48867095,2.502535816,2.516576495,2.516166058,2.524885485,2.492859731,0.071117075,-78.11649083,36.95769578,94.49141011,93.31426786,115.7761311,-223.4131638,105.6990099,270.2454329,266.8788061,354.2749611,776.3987535
2015-10-27 19:50:37,00:00:35,2.490197151,2.501314913,2.520849857,2.507923801,2.526411542,2.492707104,0.072637242,-72.66447472,26.61304018,105.9735594,65.3300155,119.2731978,-207.8203977,76.11329491,303.0843799,186.8438443,364.9759851,725.5149031
2015-10-27 19:50:38,00:00:36,2.490349771,2.503298881,2.5257337,2.518913478,2.522749004,2.49240185,0.075677577,-72.0966009,42.15307977,117.7326977,100.9326498,110.694788,-206.1962786,120.5578081,336.7155153,288.6673786,338.7260511,881.9627806
2015-10-27 19:50:39,00:00:37,2.487449989,2.504672397,2.510013831,2.524103047,2.518476042,2.492707104,0.072637242,-82.21821174,50.16673873,73.44227322,113.9415059,99.75862463,-235.1440856,143.4768728,210.0449014,325.872707,305.2613914,752.3862184
2015-10-27 19:50:40,00:00:38,2.495538854,2.503604107,2.517034355,2.525018853,2.521985975,2.498812194,0.01183055,-49.01953694,44.06003264,95.78749741,116.085956,108.8225367,-140.1958756,126.0116934,273.9522426,332.0058342,332.9969623,928.5998089
2015-10-27 19:50:41,00:00:39,2.497675535,2.504672397,2.513676713,2.526392563,2.523206821,2.49789643,0.020951554,-35.3840451,50.16673873,85.82955262,119.230335,111.8030904,-101.198369,143.4768728,245.4725205,340.9987582,342.1174568,974.9354363
2015-10-27 19:50:42,00:00:40,2.494470513,2.509403398,2.523444398,2.518455574,2.525648513,2.493775495,0.061996071,-54.5743271,71.16859549,112.3739192,99.70335301,117.537671,-156.0825755,203.5421831,321.389409,285.1515896,359.6652734,1017.897457
2015-10-27 19:50:43,00:00:41,2.492944312,2.513218721,2.528023001,2.52593466,2.522443792,2.491333459,0.086318748,-61.64752575,84.3802303,122.8579606,118.1915039,109.9497133,-176.3119237,241.3274587,351.3737673,338.0277011,336.4461226,1095.744427
2015-10-27 19:50:44,00:00:42,2.491723352,2.507266817,2.524512739,2.532955842,2.52503809,2.495607022,0.043754064,-66.76874743,62.56307686,114.9057871,133.2331167,116.1305767,-190.9586177,178.9303998,328.630551,381.0467137,355.3595647,1057.522607
2015-10-27 19:50:45,00:00:43,2.496301954,2.508029882,2.520544617,2.526239929,2.527021965,2.493012359,0.069596908,-44.63053747,65.76586837,105.1949773,118.8850666,120.6436446,-127.6433372,188.0903835,300.857635,340.0112905,369.1695523,1075.023246
2015-10-27 19:50:46,00:00:44,2.495996714,2.501925365,2.523291778,2.527918907,2.515271321,2.493928122,0.060475904,-46.43594433,32.20345622,112.007552,122.6295647,90.69519568,-132.8068008,92.10188479,320.3415986,350.720555,277.5272988,911.9631342
2015-10-27 19:50:47,00:00:45,2.495996714,2.509708624,2.517644835,2.528682079,2.519391677,2.493164986,0.06807674,-46.43594433,72.31440608,97.48881352,124.2943233,102.2006511,-132.8068008,206.8192014,278.8180067,355.4817647,312.7339925,1025.629154
2015-10-27 19:50:48,00:00:46,2.495691474,2.508182495,2.52710728,2.524866219,2.525190696,2.49347024,0.065036406,-48.17373741,66.38788755,120.8339453,115.7313071,116.4839438,-137.776889,189.8693584,345.5850835,330.9915384,356.440868,1089.824664
2015-10-27 19:50:49,00:00:47,2.48912881,2.511997818,2.522986538,2.525476757,2.52107034,2.492249222,0.077197744,-76.52168362,80.38909065,111.2711986,117.1434607,106.532411,-218.8520151,229.9127993,318.2356281,335.0302976,325.9891776,994.6142777
2015-10-27 19:50:50,00:00:48,2.494165273,2.504672397,2.52664942,2.52593466,2.524427667,2.491486086,0.084798581,-56.06040697,50.16673873,119.8091159,118.1915039,114.7062229,-160.3327639,143.4768728,342.6540715,338.0277011,351.0010421,1019.122073
2015-10-27 19:50:51,00:00:49,2.48851833,2.508335108,2.524207499,2.519218746,2.524732879,2.497438549,0.025512056,-78.64090644,67.0041326,114.1881248,101.7439299,115.420597,-224.9129924,191.6318192,326.578037,290.9876396,353.1870268,941.2520236
2015-10-27 19:50:52,00:00:50,2.48790785,2.505588075,2.52558108,2.529292617,2.525190696,2.493317613,0.066556573,-80.70449966,54.86268953,117.383057,125.6102454,116.4839438,-230.814869,156.9072921,335.7155431,359.2453018,356.440868,981.5125342
2015-10-27 19:50:53,00:00:51,2.491112871,2.508792946,2.532601603,2.533261111,2.511150965,2.494691258,0.052875067,-69.18735242,68.81976677,132.5151283,133.8487611,77.50008996,-197.8758279,196.824533,378.9932671,382.8074567,237.1502753,1002.821978
2015-10-27 19:50:54,00:00:52,2.496912435,2.499941397,2.537332826,2.533871648,2.516339561,2.48797566,0.119762429,-40.78064215,-5.618330158,141.8049577,135.071632,93.81368099,-116.6326365,-16.06842425,405.562179,386.3048676,287.0698638,950.5008485
2015-10-27 19:50:55,00:00:53,2.493860033,2.506961591,2.532143743,2.521355628,2.514355686,2.490417696,0.095439752,-57.50809752,61.23507364,131.5813101,107.2511984,87.93422891,-164.4731589,175.1323106,376.3225468,306.7384274,269.0787405,967.2874408
2015-10-27 19:50:56,00:00:54,2.497065055,2.510166463,2.532754224,2.533871648,2.503520676,2.49514914,0.048314565,-39.75996414,73.99986378,132.8249422,135.071632,43.54707873,-113.7134975,211.6396104,379.8793346,386.3048676,133.2540609,1002.955425
2015-10-27 19:50:57,00:00:55,2.486686889,2.506045914,2.530312302,2.522576703,2.504894128,2.497285921,0.027032223,-84.68095694,57.06593744,127.7778105,110.2747906,51.34328509,-242.1875369,163.2085811,365.4445381,315.385901,157.1104524,762.8560927
2015-10-27 19:50:58,00:00:56,2.48760261,2.502383203,2.527565141,2.524713585,2.508556667,2.496064903,0.039193562,-81.71675665,35.82832826,121.8501555,115.3755681,67.88882489,-233.709924,102.4690188,348.4914448,329.9741248,207.7398042,758.505174
