Time,Event
2015-10-28-10:42:38,Background
2015-10-28-10:43:39,Straight Stream
2015-10-28-10:44:40,Straight Stream 'O'
2015-10-28-10:45:41,Narrow Fog
2015-10-28-10:46:41,Narrow Fog 'O'
2015-10-28-10:47:44,Nozzle Off
2015-10-28-10:48:44,End Test
