Time,Event
2015-10-28-18:47:53,Background
2015-10-28-18:48:54,Smooth Bore
2015-10-28-18:49:54,Smooth Bore 'O'
2015-10-28-18:50:57,Nozzle Off
2015-10-28-18:51:58,End Test
