,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-29-14:14:50,,1.0,119.44967626747925
1,2015-10-29-14:14:54,Background,5.0,1886.359175168392
2,2015-10-29-14:15:54,Smooth Bore Advance - 'n' Pattern,65.0,2751.367554802705
3,2015-10-29-14:16:29,End Event,100.0,1038.1088248620529
4,2015-10-29-14:17:29,End Test,160.0,NaN
