Time,Event
2015-10-28-07:22:48,Background
2015-10-28-07:23:49,Straight Stream
2015-10-28-07:25:02,Straight Stream 'O'
2015-10-28-07:26:02,Straight Stream 'Z'
2015-10-28-07:27:03,Straight Stream 'n'
2015-10-28-07:28:10,Narrow Fog
2015-10-28-07:29:10,Narrow Fog 'O'
2015-10-28-07:30:14,Nozzle Off
2015-10-28-07:31:14,End Test
