Time,Event
2015-10-27-13:15:33,Background
2015-10-27-13:16:32,Smooth Bore Fixed
2015-10-27-13:17:34,Smooth Bore 'O'
2015-10-27-13:18:34,Smooth Bore 'Z'
2015-10-27-13:19:35,Smooth Bore 'n' 
2015-10-27-13:20:38,Nozzle Off
2015-10-27-13:21:37,End Test
