,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-13:15:33,Background,1.0,-1946.116256748399
1,2015-10-27-13:16:34,Nozzle On,62.0,6935.977935338169
2,2015-10-27-13:17:34,'O' Pattern,122.0,18264.083941863733
3,2015-10-27-13:18:34,'Z' Pattern,182.0,16546.87940655882
4,2015-10-27-13:19:35,'n' Pattern,243.0,16100.354588195094
5,2015-10-27-13:20:38,Nozzle Off,306.0,-4119.008049099904
6,2015-10-27-13:21:37,End Test,365.0,NaN
