,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-09:01:40,Background,1.0,-648.2271544880166
1,2015-10-27-09:02:40,Nozzle On,61.0,6343.222056759326
2,2015-10-27-09:03:41,'O' Pattern,122.0,23018.450944311076
3,2015-10-27-09:04:42,Nozzle Off,183.0,-2935.605427423645
4,2015-10-27-09:06:14,End Test,275.0,NaN
