Time,Event
2015-10-28-14:47:17,Background
2015-10-28-14:48:20,Straight Stream
2015-10-28-14:49:20,Narrow Fog
2015-10-28-14:50:20,Nozzle Off
2015-10-28-14:51:20,End Test
