,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-08:34:19,Background,3.0,-176.5613519978758
1,2015-10-27-08:35:20,Straight Stream,64.0,7002.244509261483
2,2015-10-27-08:36:20,Straight Stream 'O',124.0,21889.81936174687
3,2015-10-27-08:37:20,Narrow Fog,184.0,27926.06452563745
4,2015-10-27-08:38:22,Narrow Fog 'O',246.0,39074.42514011883
5,2015-10-27-08:39:23,Nozzle Off,307.0,-4502.324836381766
6,2015-10-27-08:40:28,End Test,372.0,NaN
