Time,Elapsed Time,BDP1V,BDP2V,BDP3V,BDP4V,BDP5V,BDP1Vel,BDP2Vel,BDP3Vel,BDP4Vel,BDP5Vel,BDP1Flow,BDP2Flow,BDP3Flow,BDP4Flow,BDP5Flow,TotalBDPFlow
2015-10-27 20:17:15,00:00:01,2.497065055,2.500857074,2.509708591,2.521660897,2.500315955,-39.75996414,21.48598133,72.31428245,108.0150315,13.04543586,-113.7134975,61.44990661,206.8188478,308.92299,39.91903372,506.396122
2015-10-27 20:17:16,00:00:02,2.489739291,2.501467526,2.50848763,2.520592456,2.518476042,-74.34207397,28.11505075,67.61440115,105.3173817,99.75862463,-212.6183316,80.40904515,193.3771873,301.2077116,305.2613914,669.9816812
2015-10-27 20:17:17,00:00:03,2.489891911,2.502077978,2.515050294,2.517997671,2.510082725,-73.78711227,33.45541457,90.03647223,98.45870911,73.69447551,-211.0311411,95.68248566,257.5043106,281.591908,225.5050951,651.9944303
2015-10-27 20:17:18,00:00:04,2.489891911,2.501467526,2.50879287,2.515402886,2.516186956,-73.78711227,28.11505075,68.81946886,91.08503671,93.37455983,-211.0311411,80.40904515,196.8236809,260.503205,285.7261531,614.5448197
2015-10-27 20:17:19,00:00:05,2.486076409,2.513066109,2.523139158,2.516623962,2.531752744,-86.60074232,83.89172244,111.6399824,94.62660191,130.7785793,-247.678123,239.9303262,319.2903497,270.6320815,400.1824528,986.1239291
2015-10-27 20:17:20,00:00:06,2.48867095,2.517797109,2.517034355,2.528834713,2.531447533,-78.11649083,97.90857165,95.78749741,124.6246065,130.1485312,-223.4131638,280.0185149,273.9522426,356.4263746,398.2545056,1089.683463
2015-10-27 20:17:21,00:00:07,2.494470513,2.508487721,2.52695466,2.530055788,2.528548023,-54.5743271,67.61476138,120.493304,127.2360107,124.0035167,-156.0825755,193.3782175,344.6108494,363.8949906,379.450761,1130.077799
2015-10-27 20:17:22,00:00:08,2.495386234,2.521001981,2.518102695,2.527613638,2.522291186,-49.85098822,106.3594566,98.74556616,121.9572985,109.5752761,-142.5738263,304.1880457,282.4123192,348.7978739,335.3003448,1133.254566
2015-10-27 20:17:23,00:00:09,2.494775753,2.519018013,2.528480861,2.525171488,2.535415283,-53.04663164,101.2111939,123.8575656,116.4395247,138.1151564,-151.7133665,289.4640146,354.2326376,333.0170407,422.6323787,1252.970701
2015-10-27 20:17:24,00:00:10,2.490807631,2.526038207,2.532448983,2.534329552,2.528853235,-70.36548718,118.4272167,132.2045885,135.9815686,124.6646252,-201.2452933,338.7018397,378.105123,388.9072861,381.4737532,1291.79489
2015-10-27 20:17:25,00:00:11,2.490502391,2.511387366,2.517339595,2.530361057,2.528548023,-71.52421853,78.31728551,96.64189935,127.8805298,124.0035167,-204.559265,223.9874366,276.3958321,365.7383151,379.450761,1045.293584
2015-10-27 20:17:26,00:00:12,2.491723352,2.515355302,2.52542846,2.519066112,2.527021965,-66.76874743,90.94423381,117.0323718,101.3391017,120.6436446,-190.9586177,260.1005087,334.7125834,289.829831,369.1695523,1067.3422
2015-10-27 20:17:27,00:00:13,2.495844094,2.51367656,2.524360119,2.518760843,2.531752744,-47.31282016,85.82907304,114.547518,100.5245546,130.7785793,-135.3146656,245.4711489,327.6059014,287.5002261,400.1824528,1130.137727
2015-10-27 20:17:28,00:00:14,2.487144749,2.505435462,2.522070818,2.52074509,2.51710259,-83.21205677,54.10834068,109.0323048,105.7069753,95.9791557,-237.9864824,154.7498543,311.8323918,302.3219493,293.6962165,828.0491241
2015-10-27 20:17:29,00:00:15,2.495386234,2.505435462,2.521612957,2.515097618,2.509014484,-49.85098822,54.10834068,107.8954374,90.1779155,69.68132819,-142.5738263,154.7498543,308.5809511,257.9088383,213.2248643,795.6348206
2015-10-27 20:17:30,00:00:16,2.48790785,2.498415267,2.509708591,2.519524015,2.507335821,-80.70449966,-29.21621718,72.31428245,102.548792,62.85941461,-230.814869,-83.55838113,206.8188478,293.2895452,192.3498087,379.2867128
2015-10-27 20:17:31,00:00:17,2.48851833,2.501620139,2.50848763,2.509755414,2.512677023,-78.64090644,29.5407896,67.61440115,72.48845245,82.63320834,-224.9129924,84.48665825,193.3771873,207.316974,252.8576175,514.8094545
2015-10-27 20:17:32,00:00:18,2.496301954,2.501925365,2.514745054,2.513723908,2.52290161,-44.63053747,32.20345622,89.11876503,85.97751354,111.065451,-127.6433372,92.10188479,254.879668,245.8956887,339.8602799,808.1043852
2015-10-27 20:17:33,00:00:19,2.494928374,2.495820848,2.511997892,2.519829284,2.511608782,-52.26604158,-47.4449603,80.389339,103.3473861,79.07502069,-149.4808789,-135.6925864,229.9135095,295.5735242,241.9695633,483.8380316
2015-10-27 20:17:34,00:00:20,2.494775753,2.499941397,2.511387412,2.524408316,2.523359427,-53.04663164,-5.618330158,78.31744202,114.660779,112.1700912,-151.7133665,-16.06842425,223.9878842,327.929828,343.2404789,729.8618734
2015-10-27 20:17:35,00:00:21,2.48790785,2.503909333,2.515202914,2.51967665,2.517713013,-80.70449966,45.88780686,90.49183585,102.9488634,97.67697579,-230.814869,131.2391276,258.8066505,294.4337494,298.8915459,755.4915489
2015-10-27 20:17:36,00:00:22,2.490807631,2.502993655,2.515050294,2.519218746,2.523359427,-70.36548718,40.15566948,90.03647223,101.7439299,112.1700912,-201.2452933,114.8452147,257.5043106,290.9876396,343.2404789,808.3222215
2015-10-27 20:17:37,00:00:23,2.489891911,2.502077978,2.518713176,2.524103047,2.516644773,-73.78711227,33.45541457,100.3967676,113.9415059,94.68581402,-211.0311411,95.68248566,287.1347552,325.872707,289.7385909,790.6173974
2015-10-27 20:17:38,00:00:24,2.48912881,2.507572043,2.518560556,2.535092724,2.516949984,-76.52168362,63.863471,99.98652365,137.484747,95.54998698,-218.8520151,182.6495271,285.9614577,393.2063764,292.3829602,939.5084821
2015-10-27 20:17:39,00:00:25,2.490502391,2.524206852,2.529396582,2.527155735,2.538467399,-71.52421853,114.1865999,125.8329556,120.9418929,143.9436098,-204.559265,326.5736757,359.8822529,345.8938138,440.4674459,1273.613972
2015-10-27 20:17:40,00:00:26,2.495538854,2.52145982,2.52680204,2.524255681,2.519696888,-49.01953694,107.5125133,120.1516969,114.3017083,103.0017948,-140.1958756,307.485788,343.6338533,326.9028856,315.185492,1158.433129
2015-10-27 20:17:41,00:00:27,2.490502391,2.517797109,2.527717761,2.523950413,2.523359427,-71.52421853,97.90857165,122.1870142,113.5801613,112.1700912,-204.559265,280.0185149,349.4548605,324.8392613,343.2404789,1097.844977
2015-10-27 20:17:42,00:00:28,2.498591256,2.508335108,2.520086757,2.525782025,2.514813504,-27.54622471,67.0041326,104.0161774,117.8431918,89.3253803,-78.78220267,191.6318192,297.4862674,337.0315286,273.3356637,1025.538764
2015-10-27 20:17:43,00:00:29,2.489434051,2.501772752,2.512760993,2.524408316,2.523512033,-75.43975088,30.90081587,82.90642889,114.660779,112.535895,-215.7576875,88.37633338,237.1123866,327.929828,344.3598388,784.8524944
2015-10-27 20:17:44,00:00:30,2.492791692,2.510624302,2.513371473,2.51830294,2.51313484,-62.31070098,75.64777825,84.86636585,99.2902053,84.11208042,-178.2086048,216.3526458,242.7178063,283.9699871,257.3829661,825.8694295
2015-10-27 20:17:45,00:00:31,2.48928143,2.51001385,2.513218853,2.507465898,2.516186956,-75.98264301,73.44234248,84.3806496,63.41427065,93.37455983,-217.310359,210.0450995,241.3286579,181.364814,285.7261531,703.8423089
2015-10-27 20:17:46,00:00:32,2.490502391,2.501009687,2.50848763,2.51204493,2.499247715,-71.52421853,23.32058243,67.61440115,80.5467675,-20.1297001,-204.559265,66.69686576,193.3771873,230.3637551,-61.59688232,226.1313795
2015-10-27 20:17:47,00:00:33,2.492791692,2.505588075,2.510166451,2.514944983,2.504436311,-62.31070098,54.86268953,73.99982109,89.72091568,48.8829006,-178.2086048,156.9072921,211.6394883,256.6018188,149.5816758,599.4135042
2015-10-27 20:17:48,00:00:34,2.493402173,2.502688429,2.505587849,2.504565844,2.504588917,-59.6137514,38.05356026,54.8615782,49.59141828,49.7165595,-170.495329,108.8331824,156.9041137,141.8314563,152.1326721,390.7400305
