Time,Event
2015-10-26-13:22:24,Background
2015-10-26-13:23:28,Setback 3'
2015-10-26-13:24:32,Nozzle off
2015-10-26-13:26:00,Setback 6'
2015-10-26-13:27:15,Nozzle Off
2015-10-26-13:28:25,Setback 9'
2015-10-26-13:29:31,Nozzle Off
2015-10-26-13:31:28,Setback 12'
2015-10-26-13:32:28,Nozzle Off
2015-10-26-13:34:56,Setback 15'
2015-10-26-13:36:19,Nozzle Off
