Time,Event
2015-10-28-13:42:45,Background
2015-10-28-13:43:46,At Wall
2015-10-28-13:44:46,Nozzle Off
2015-10-28-13:45:17,Min Angle - Ceiling
2015-10-28-13:46:18,Nozzle Off
2015-10-28-13:46:48,Max Angle
2015-10-28-13:47:49,Nozzle Off
2015-10-28-13:48:49,Nozzle Off
