Time,Event
2015-10-28-17:31:47,Background
2015-10-28-17:32:48,Straight Stream
2015-10-28-17:33:48,Straight Stream 'O'
2015-10-28-17:34:49,Narrow Fog
2015-10-28-17:35:49,Narrow Fog 'O'
2015-10-28-17:36:49,Nozzle Off
2015-10-28-17:37:49,End Test
