,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-14:14:41,Background,0.0,-756.2499945573938
1,2015-10-28-14:15:41,Straight Stream,60.0,12877.09933417743
2,2015-10-28-14:16:42,Straight Stream 'O',121.0,21313.741863517775
3,2015-10-28-14:17:42,Narrow Fog,181.0,31224.92723209175
4,2015-10-28-14:18:43,Narrow Fog 'O',242.0,30286.03719190384
5,2015-10-28-14:19:43,Nozzle Off,302.0,2646.2342203819726
6,2015-10-28-14:20:45,End Test,364.0,NaN
