Time,Event
2015-10-28-16:52:19,Background
2015-10-28-16:53:20,Straight Stream
2015-10-28-16:54:20,Straight Stream 'O'
2015-10-28-16:55:20,Narrow Fog
2015-10-28-16:56:21,Narrow Fog 'O'
2015-10-28-16:57:22,Nozzle Off
2015-10-28-16:58:22,End Test
