,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-19:23:02,Background,0.0,-3002.9472930294974
1,2015-10-27-19:24:02,Nozzle On,60.0,21195.013003456712
2,2015-10-27-19:25:03,'O' Pattern,121.0,46480.26752678944
3,2015-10-27-19:26:09,'Z' Pattern,187.0,39188.904701335094
4,2015-10-27-19:27:11,'n' Pattern,249.0,39699.944598572285
5,2015-10-27-19:28:17,Nozzle Off,315.0,-2147.7802300400745
6,2015-10-27-19:29:19,End Test,377.0,NaN
