,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-09:48:49,Background,0.0,-44.49704081774767
1,2015-10-28-09:49:49,Straight stream,60.0,10092.980226436739
2,2015-10-28-09:51:50,Straight Stream 'O',181.0,17585.730253735775
3,2015-10-28-09:52:51,Narrow Fog,242.0,22026.420022721544
4,2015-10-28-09:53:51,Narrow Fog 'O',302.0,23915.510652031186
5,2015-10-28-09:54:51,Nozzle Off,362.0,637.8727289627001
6,2015-10-28-09:55:51,End Test,422.0,NaN
