,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-15:30:45,Background,0.0,-128.7834377789233
1,2015-10-26-15:31:46,Straight Stream,61.0,3454.901112161288
2,2015-10-26-15:32:46,Straight Stream 'O',121.0,10765.505522003405
3,2015-10-26-15:33:46,Straight Stream 'Z',181.0,10854.70378260715
4,2015-10-26-15:34:51,Straight Stream 'n',246.0,12187.91403517722
5,2015-10-26-15:35:53,Narrow Fog,308.0,19090.173331719372
6,2015-10-26-15:36:54,Narrow Fog 'O',369.0,23406.00558430604
7,2015-10-26-15:37:54,Nozzle Off,429.0,-1092.309223447437
8,2015-10-26-15:38:55,End Test,490.0,NaN
