,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-27-12:50:03,Background,0.0,-699.3199178781957
1,2015-10-27-12:51:04,Straight Stream,61.0,10988.071550943077
2,2015-10-27-12:52:12,Straight Stream 'O',129.0,23946.53504720993
3,2015-10-27-12:53:13,Straight Stream 'Z',190.0,21942.526845685385
4,2015-10-27-12:54:14,Straight Stream 'n',251.0,22764.33426041845
5,2015-10-27-12:55:15,Narrow Fog,312.0,37873.81426446197
6,2015-10-27-12:56:15,Narrow Fog 'O',372.0,56452.97370224525
7,2015-10-27-12:57:15,Nozzle Off,432.0,-3514.6489806847035
8,2015-10-27-12:58:15,End Test,492.0,NaN
