,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-16:56:11,Background,1.0,-80.27461666072828
1,2015-10-26-16:57:11,Straight Stream,61.0,4231.686472471565
2,2015-10-26-16:58:26,Straight Stream 'O',136.0,12962.558902316485
3,2015-10-26-16:59:27,Narrow Fog,197.0,20500.20859745115
4,2015-10-26-17:00:27,Narrow Fog 'O',257.0,28580.93470469816
5,2015-10-26-17:01:29,Nozzle Off,319.0,-329.464104543129
6,2015-10-26-17:02:31,End Test,381.0,NaN
