,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-26-16:08:34,Background,0.0,65.77900972146661
1,2015-10-26-16:09:34,Straight Stream,60.0,4881.851922420061
2,2015-10-26-16:10:34,Straight Stream 'O',120.0,12702.717028733634
3,2015-10-26-16:11:34,Straight Stream 'Z',180.0,12125.357907700409
4,2015-10-26-16:12:35,Straight Stream 'n',241.0,11674.791361919832
5,2015-10-26-16:13:35,Narrow Fog,301.0,17776.64262158237
6,2015-10-26-16:14:36,Narrow Fog 'O',362.0,22463.970102397023
7,2015-10-26-16:15:36,Nozzle Off,422.0,2299.803589500346
8,2015-10-26-16:16:36,End Test,482.0,NaN
