,Time,Event,Elapsed_Time,CFM_Avg
0,2015-10-28-07:45:55,Background,0.0,-22.146263618419006
1,2015-10-28-07:47:04,Straight Stream,69.0,2331.529700711301
2,2015-10-28-07:48:15,Straight Stream 'O',140.0,3914.3828845695957
3,2015-10-28-07:49:25,Straight Stream 'Z',210.0,3143.4119824494755
4,2015-10-28-07:50:27,Straight Stream 'n',272.0,3700.8773273200713
5,2015-10-28-07:51:27,Narrow Fog,332.0,5350.7641174256805
6,2015-10-28-07:52:32,Narrow Fog 'O',397.0,6362.150596312398
7,2015-10-28-07:53:31,Nozzle Off,456.0,512.6633243443416
8,2015-10-28-07:54:32,End Test,517.0,NaN
